tau,alpha,m_value
100,0.8,-0.20910907577282584
100,0.8,0.32238669772255035
100,0.8,0.2674538959176271
100,0.8,0.12274303889338559
100,0.8,-0.04361114644521633
100,0.8,0.2225640332189144
100,0.8,0.2754310462890858
100,0.8,0.05727662020853135
100,0.8,-0.2841383901353092
100,0.8,0.2145948930188455
100,0.8,0.2890042777444748
100,0.8,0.045829953179695876
100,0.8,0.06137490791510772
100,0.8,0.039523932077442585
100,0.8,0.15885816575404502
100,0.8,0.12110542155277547
100,0.8,-0.06515744584293452
100,0.8,0.21832941947521045
100,0.8,0.08634192866417223
100,0.8,0.2101497523005481
100,0.8,-0.05199189131327993
100,0.8,-0.0003906412029676787
100,0.8,0.11460610131896908
100,0.8,0.26195449930294007
100,0.8,-0.04674684765022752
100,0.8,-0.19727695676538026
100,0.8,0.11835519210591468
100,0.8,-0.029621007483670605
100,0.8,0.024917986956658568
100,0.8,0.014049611468594314
100,0.8,0.1610272146819222
100,0.8,-0.15212333090267993
100,0.8,0.08911102298337942
100,0.8,0.0015273134467227224
100,0.8,0.14962576420197707
100,0.8,0.19116886782862946
100,0.8,-0.1309429701113329
100,0.8,0.256955231283894
100,0.8,0.15979952580428575
100,0.8,-0.3533343488972122
100,0.8,-0.005821931079240273
100,0.8,-0.3653703314256202
100,0.8,-0.17787287377973993
100,0.8,0.3698595787394691
100,0.8,0.17325601560584902
100,0.8,0.0003156306737434278
100,0.8,0.13307707943909844
100,0.8,-0.016616869802710443
100,0.8,-0.2939855466805807
100,0.8,-0.2328505961089861
100,0.8,0.25823382360027447
100,0.8,-0.2150307571621422
100,0.8,0.054083538075480324
100,0.8,0.15186578439505835
100,0.8,0.11011522936461465
100,0.8,0.1375769084386967
100,0.8,-0.16612254425860398
100,0.8,0.3250437751399126
100,0.8,0.036506793831548916
100,0.8,-0.14311173559948537
100,0.8,-0.03169443251227229
100,0.8,0.2943825917178243
100,0.8,-0.1703242795167003
100,0.8,-0.10564094019077563
100,0.8,0.32108129853688205
100,0.8,0.23973001470016692
100,0.8,-0.00563464059310288
100,0.8,0.16837993901167378
100,0.8,0.314303710639223
100,0.8,0.2131271719945735
100,0.8,-0.09929022766911261
100,0.8,0.18628476878056244
100,0.8,0.33000945220717637
100,0.8,0.12429439504904814
100,0.8,0.011630468611632595
100,0.8,-0.06611721308359586
100,0.8,0.39779366092585317
100,0.8,0.13047479327423003
100,0.8,0.11409973532497092
100,0.8,-0.056629573255710414
100,0.8,-0.11865634178625495
100,0.8,0.07109765595519715
100,0.8,0.0659107607824982
100,0.8,-0.05099180246158719
100,0.8,-0.005059100857249721
100,0.8,0.22471623504464822
100,0.8,0.17430064537238615
100,0.8,0.1303045168205479
100,0.8,0.029612022372844216
100,0.8,0.07813725325916768
100,0.8,0.2599442428832072
100,0.8,0.21167436623031666
100,0.8,0.1606878905191337
100,0.8,-0.21483018236255325
100,0.8,-0.3013289543508467
100,0.8,-0.3738346465266614
100,0.8,0.27379950139093
100,0.8,-0.023267357490449572
100,0.8,0.019432368032764203
100,0.8,-0.25358858971247406
100,0.8,-0.21872777992588077
100,0.8,0.3230819152105001
100,0.8,0.2764253050571705
100,0.8,0.1445903799575632
100,0.8,-0.06406384823889653
100,0.8,0.17445063398322935
100,0.8,0.26339332295189893
100,0.8,0.047604133809875826
100,0.8,-0.26561354287997274
100,0.8,0.19213218359527817
100,0.8,0.24608856652991148
100,0.8,0.011203655267709679
100,0.8,0.07553285010566953
100,0.8,0.02475279463011191
100,0.8,0.15767900879904673
100,0.8,0.08740293694024218
100,0.8,-0.09160888301196622
100,0.8,0.20079257720821797
100,0.8,0.07500594938429846
100,0.8,0.19864227833598438
100,0.8,-0.012380365705203468
100,0.8,-0.021998359532245982
100,0.8,0.10804106618752894
100,0.8,0.2473221201850013
100,0.8,-0.018081242869750904
100,0.8,-0.1634338259222762
100,0.8,0.14142471791122002
100,0.8,-0.03801545198818088
100,0.8,0.030581024884877905
100,0.8,-0.020761867126804213
100,0.8,0.1659672810072296
100,0.8,-0.15295668251169714
100,0.8,0.08996142652520422
100,0.8,0.031193606923158337
100,0.8,0.16698592249056682
100,0.8,0.16947503093557081
100,0.8,-0.13431548460515294
100,0.8,0.21186948786181736
100,0.8,0.11635792817124849
100,0.8,-0.3675247684049617
100,0.8,0.024667321820193957
100,0.8,-0.4086371183645833
100,0.8,-0.19286813461944627
100,0.8,0.3663830128117589
100,0.8,0.14744771117405958
100,0.8,-0.028942903850177972
100,0.8,0.11194503455560004
100,0.8,-0.030939703619640824
100,0.8,-0.2998380669489948
100,0.8,-0.2736973657258644
100,0.8,0.25061317958785506
100,0.8,-0.21827458876898564
100,0.8,0.0576773571003308
100,0.8,0.15726368628339424
100,0.8,0.07491937962581208
100,0.8,0.11077438956545507
100,0.8,-0.10164748859022295
100,0.8,0.35732500246839866
100,0.8,0.05425244354642267
100,0.8,-0.15663444312234243
100,0.8,-0.011717644030199904
100,0.8,0.31689669128482356
100,0.8,-0.17414399021769278
100,0.8,-0.10528069758540069
100,0.8,0.3239697187064744
100,0.8,0.23991744421612538
100,0.8,0.016977562271254954
100,0.8,0.20233800085935344
100,0.8,0.2694002688089276
100,0.8,0.20825721819758256
100,0.8,-0.009767119859934947
100,0.8,0.21255872411140225
100,0.8,0.35377518525756513
100,0.8,0.13246823590535292
100,0.8,-0.0061094024041052465
100,0.8,-0.09287778274369707
100,0.8,0.39830531003210423
100,0.8,0.13800213896761965
100,0.8,0.09873901854242516
100,0.8,-0.035667521878042584
100,0.8,-0.09565165205264262
100,0.8,0.08393086073670304
100,0.8,0.09228720648328821
100,0.8,0.0034487304405695697
100,0.8,-0.024496561574518606
100,0.8,0.2548298472813585
100,0.8,0.16989819194953243
100,0.8,0.14310122409242929
100,0.8,0.07956484630168106
100,0.8,0.12082259475180468
100,0.8,0.23554338164453395
100,0.8,0.22042080904754027
100,0.8,0.1669191548392359
100,0.8,-0.1855658004223793
100,0.8,-0.3359709595381971
100,0.8,-0.36970611220122074
100,0.8,0.2518340453272613
100,0.8,0.0026768157948026785
100,0.8,0.023937009517288922
100,0.8,-0.2489376462513996
100,0.8,-0.2765926315867861
100,0.8,0.3438504225402159
100,0.8,0.26311390067795576
100,0.8,0.14556146435267367
100,0.8,-0.07846163902176535
100,0.8,0.19151908042718147
100,0.8,0.23400330809333492
100,0.8,0.04924336584631686
100,0.8,-0.2632243026930601
100,0.8,0.18027793058129493
100,0.8,0.2848739918004323
100,0.8,0.03105134257740474
100,0.8,0.09503942036020768
100,0.8,0.02155597911740799
100,0.8,0.2088017753448247
100,0.8,0.029789071394897528
100,0.8,-0.0844958320155679
100,0.8,0.21668991019801143
100,0.8,0.07069677258503741
100,0.8,0.1616704000028225
100,0.8,-0.07329492771848259
100,0.8,-0.006962488325452743
100,0.8,0.07849654022507001
100,0.8,0.21381875181131368
100,0.8,-0.0318759764076626
100,0.8,-0.2085854621586524
100,0.8,0.15864136140984864
100,0.8,-0.030394356296312444
100,0.8,0.07674318854588957
100,0.8,-0.027911804823362196
100,0.8,0.14433849676748736
100,0.8,-0.11969360917533178
100,0.8,0.03597056473653435
100,0.8,0.031764208862332666
100,0.8,0.16083751594185253
100,0.8,0.18036189469198424
100,0.8,-0.13868873240687468
100,0.8,0.2123449142206898
100,0.8,0.13827627812436136
100,0.8,-0.34524949850594383
100,0.8,-0.0016581327958137494
100,0.8,-0.3780966720069264
100,0.8,-0.20152411348768898
100,0.8,0.3921803863467572
100,0.8,0.114177475937084
100,0.8,0.0077056195856751945
100,0.8,0.1332948011086895
100,0.8,-0.009426584786084026
100,0.8,-0.3203778041612486
100,0.8,-0.27213898646758355
100,0.8,0.2606341265842362
100,0.8,-0.22428814806650774
100,0.8,-0.00166575239998501
100,0.8,0.19174145319384978
100,0.8,0.051103661548200036
100,0.8,0.13548877456998448
100,0.8,-0.08668229589918229
100,0.8,0.3711111480748427
100,0.8,0.08156375690167739
100,0.8,-0.16101966069517976
100,0.8,-0.03000921810593047
100,0.8,0.3189837461967976
100,0.8,-0.18456261713640806
100,0.8,-0.11329192233795321
100,0.8,0.28879496610188354
100,0.8,0.21546975424395073
100,0.8,0.020284177273162386
100,0.8,0.21309932256301709
100,0.8,0.2750650027366328
100,0.8,0.21825389982585275
100,0.8,0.04044300082770516
100,0.8,0.19741388213102307
100,0.8,0.3452265019320603
100,0.8,0.1354359354005041
100,0.8,-0.032552658961927515
100,0.8,-0.05317560480565336
100,0.8,0.40801464635148954
100,0.8,0.14696199567444043
100,0.8,0.11758768373159789
100,0.8,-0.06522562852222338
100,0.8,-0.10548908151229625
100,0.8,0.08121686561075735
100,0.8,0.12456768691754566
100,0.8,-0.005868406910434754
100,0.8,-0.048989775319331935
100,0.8,0.25735731192036654
100,0.8,0.19348296819146446
100,0.8,0.10877399218678825
100,0.8,0.12145236825302419
100,0.8,0.10197490677579815
100,0.8,0.19562047916215006
100,0.8,0.15995464973059514
100,0.8,0.18237998823974275
100,0.8,-0.12000683730259523
100,0.8,-0.38022311983414625
100,0.8,-0.35025063342621215
100,0.8,0.23694776938623274
100,0.8,-0.02333299286791837
100,0.8,0.027145359577987627
100,0.8,-0.2856526882474517
100,0.8,-0.27704468685354533
100,0.8,0.3729541670243046
100,0.8,0.25188995400455133
100,0.8,0.15715161309462236
100,0.8,-0.05659465488770765
100,0.8,0.20409973259998787
100,0.8,0.25960854321135435
100,0.8,0.026377279143672185
100,0.8,-0.2651477796898002
100,0.8,0.19568086035276266
100,0.8,0.31994344192979585
100,0.8,0.023045783504316478
100,0.8,0.1494514951497962
100,0.8,0.039534343374612924
100,0.8,0.19568289795117177
100,0.8,0.04136028521375295
100,0.8,-0.09179372925078617
100,0.8,0.21337405580753543
100,0.8,0.07907265060086016
100,0.8,0.161362932680993
100,0.8,-0.12228098446420335
100,0.8,-0.018692815816645593
100,0.8,0.058643016358577604
100,0.8,0.22093407012513158
100,0.8,-0.04332544065110833
100,0.8,-0.20569326726771253
100,0.8,0.15954296912224333
100,0.8,-0.06683939347550875
100,0.8,0.07082173364794002
100,0.8,0.015977756179192327
100,0.8,0.1570340812911674
100,0.8,-0.13688762234685356
100,0.8,0.0744351879620492
100,0.8,0.027919316479493084
100,0.8,0.17383255707196066
100,0.8,0.19370792716957902
100,0.8,-0.15481209637780957
100,0.8,0.181127986365928
100,0.8,0.12796387841499543
100,0.8,-0.3434779653253373
100,0.8,0.03946236932524752
100,0.8,-0.3863639240212264
100,0.8,-0.18528956358100024
100,0.8,0.38655467023804757
100,0.8,0.07683221358026576
100,0.8,0.020134423902036503
100,0.8,0.10759866158900203
100,0.8,-0.03512655335392125
100,0.8,-0.3209340728824547
100,0.8,-0.23588271218718299
100,0.8,0.21034416320558158
100,0.8,-0.23147219558629706
100,0.8,0.011274082153353149
100,0.8,0.1627600470912013
100,0.8,0.019854342968593387
100,0.8,0.15229777491802673
100,0.8,-0.06414938355066911
100,0.8,0.340706913765473
100,0.8,0.08859548403626079
100,0.8,-0.13495645212599774
100,0.8,-0.027274257170083607
100,0.8,0.31973800027683996
100,0.8,-0.16794825958025694
100,0.8,-0.11736541596695745
100,0.8,0.26342753845931366
100,0.8,0.19786138291051822
100,0.8,0.017552103344320003
100,0.8,0.19581196136239518
100,0.8,0.27884760983097684
100,0.8,0.2274317057435095
100,0.8,0.03808306954846028
100,0.8,0.23506452500792907
100,0.8,0.3567926075510952
100,0.8,0.11061967380243232
100,0.8,-0.04461521370219588
100,0.8,-0.03682241206793151
100,0.8,0.3890433061192193
100,0.8,0.13394383635195517
100,0.8,0.10649125404671303
100,0.8,-0.03238051138960261
100,0.8,-0.08194160652977366
100,0.8,0.06139099129951671
100,0.8,0.10124925455283088
100,0.8,-0.019094076902610002
100,0.8,-0.05933642994016744
100,0.8,0.2371066707653224
100,0.8,0.1912324399635951
100,0.8,0.086738447185407
100,0.8,0.12627962785697786
100,0.8,0.09425628719412825
100,0.8,0.1654591399714491
100,0.8,0.18770448064364376
100,0.8,0.18126569431367712
100,0.8,-0.09712175961753414
100,0.8,-0.3616729447123561
100,0.8,-0.33474866637171274
100,0.8,0.17539574951594422
100,0.8,-0.021637890710095677
100,0.8,0.02630455791588542
100,0.8,-0.30042100026059765
100,0.8,-0.2663497830050012
100,0.8,0.3800770020703043
100,0.8,0.21680494702516528
100,0.8,0.17126446171055676
100,0.8,-0.09203074087922136
100,0.8,0.1857819441017611
100,0.8,0.24908292639483456
100,0.8,0.02632700843695801
100,0.8,-0.25681142299532667
100,0.8,0.20691093931210586
100,0.8,0.3056470161367381
100,0.8,-0.00585439640281491
100,0.8,0.17710190668493855
100,0.8,0.036610727729087425
100,0.8,0.23427567830867027
100,0.8,0.020331267228495344
100,0.8,-0.1107728769684515
100,0.8,0.19766583868538207
100,0.8,0.029404998966021802
100,0.8,0.12470065712845867
100,0.8,-0.11529686681174676
100,0.8,-0.050061173099588886
100,0.8,0.08231393549241589
100,0.8,0.19936988986844142
100,0.8,-0.035509770464302995
