tau,alpha_target,magnetization
100.0,0.903,0.087262
100.0,0.903,-0.090051
100.0,0.903,-0.170780
100.0,0.903,-0.044343
100.0,0.903,0.220460
100.0,0.903,-0.266981
100.0,0.903,-0.294922
100.0,0.903,-0.090146
100.0,0.903,-0.273245
100.0,0.903,-0.057825
100.0,0.903,-0.223639
100.0,0.903,-0.129046
100.0,0.903,-0.299578
100.0,0.903,0.036852
100.0,0.903,-0.145290
100.0,0.903,-0.364962
100.0,0.903,-0.055202
100.0,0.903,-0.067468
100.0,0.903,-0.068622
100.0,0.903,0.164612
100.0,0.903,-0.221801
100.0,0.903,-0.038885
100.0,0.903,0.109670
100.0,0.903,0.066985
100.0,0.903,0.116079
100.0,0.903,0.077670
100.0,0.903,-0.048168
100.0,0.903,-0.064355
100.0,0.903,-0.276239
100.0,0.903,-0.153616
100.0,0.903,-0.003678
100.0,0.903,-0.183917
100.0,0.903,0.154549
100.0,0.903,-0.042348
100.0,0.903,-0.270750
100.0,0.903,0.018300
100.0,0.903,0.072924
100.0,0.903,-0.236740
100.0,0.903,-0.343741
100.0,0.903,-0.094721
100.0,0.903,-0.418127
100.0,0.903,-0.217726
100.0,0.903,-0.125573
100.0,0.903,0.010378
100.0,0.950,-0.682390
100.0,0.950,-0.383497
100.0,0.950,-0.544626
100.0,0.950,-0.315032
100.0,0.950,-0.529029
100.0,0.950,0.277661
100.0,0.950,-0.287073
100.0,0.950,-0.661202
100.0,0.950,-0.769665
100.0,0.950,-0.182278
100.0,0.950,-0.050547
100.0,0.950,-0.622025
100.0,0.950,-0.359811
100.0,0.950,0.418283
100.0,0.950,-0.403084
100.0,0.950,-0.605378
100.0,0.950,-0.544056
100.0,0.950,-0.205442
100.0,0.950,-0.151523
100.0,0.950,0.312486
100.0,0.950,0.264068
100.0,0.950,-0.035279
100.0,0.950,-0.673484
100.0,0.950,-0.488203
100.0,0.950,-0.247188
100.0,0.950,-0.253271
100.0,0.950,-0.363058
100.0,0.950,-0.193081
100.0,0.950,-0.424125
100.0,0.950,-0.248883
100.0,0.950,-0.283915
100.0,0.950,-0.590979
100.0,0.950,-0.325677
100.0,0.950,-0.148856
100.0,0.950,0.036001
100.0,0.950,-0.077356
100.0,0.950,-0.199156
100.0,0.950,0.082116
100.0,0.950,-0.718227
100.0,0.950,-0.576413
100.0,0.950,-0.447774
100.0,0.950,-0.427267
100.0,0.950,0.300872
100.0,0.950,-0.191800
100.0,0.950,-0.328388
100.0,0.950,-0.157808
100.0,0.950,-0.262038
100.0,0.950,-0.483392
100.0,0.950,-0.138684
100.0,0.950,0.148207
100.0,0.950,-0.410381
100.0,0.950,0.164532
100.0,0.950,-0.192671
100.0,0.950,-0.229330
100.0,0.950,-0.335198
100.0,0.950,-0.612918
100.0,0.950,-0.212687
100.0,0.950,-0.132994
100.0,0.950,0.056863
100.0,0.950,-0.257784
100.0,0.950,0.067586
100.0,0.950,-0.503131
100.0,0.950,-0.067993
100.0,0.950,-0.030978
100.0,0.950,-0.282943
100.0,0.950,0.040272
100.0,0.950,-0.594361
100.0,0.950,-0.296798
100.0,0.950,-0.425218
100.0,0.950,-0.504788
100.0,0.950,-0.534727
100.0,0.950,0.296660
100.0,0.950,-0.632533
100.0,0.950,-0.628788
100.0,0.950,-0.188065
100.0,0.950,0.101039
100.0,0.950,-0.520081
100.0,0.950,-0.029946
100.0,0.950,-0.361213
100.0,0.950,-0.323755
100.0,0.950,-0.223530
100.0,0.950,-0.090532
100.0,0.950,-0.335037
100.0,0.950,-0.154378
100.0,0.950,-0.208404
100.0,0.950,-0.023358
100.0,0.950,-0.347348
100.0,0.950,-0.174353
100.0,0.950,-0.223234
100.0,0.950,-0.701315
100.0,0.950,0.015404
100.0,0.950,-0.595613
100.0,0.950,-0.229367
100.0,0.950,-0.565688
100.0,0.950,-0.546960
100.0,0.950,-0.208657
100.0,0.950,-0.251411
100.0,0.950,-0.496212
100.0,0.950,-0.418872
100.0,0.950,-0.461111
100.0,0.850,0.000473
100.0,0.850,-0.188895
100.0,0.850,-0.007006
100.0,0.850,0.152851
100.0,0.850,0.123276
100.0,0.850,-0.033457
100.0,0.850,0.093514
100.0,0.850,0.345738
100.0,0.850,0.116306
100.0,0.850,-0.394028
100.0,0.850,0.090563
100.0,0.850,0.055774
100.0,0.850,0.318041
100.0,0.850,-0.014723
100.0,0.850,0.353465
100.0,0.850,0.277888
100.0,0.850,0.037691
100.0,0.850,0.033363
100.0,0.850,-0.000464
100.0,0.850,0.279514
100.0,0.850,-0.128030
100.0,0.850,0.040691
100.0,0.850,0.172496
100.0,0.850,-0.023865
100.0,0.850,0.055244
100.0,0.850,0.257653
100.0,0.850,0.044869
100.0,0.850,-0.098013
100.0,0.850,0.123593
100.0,0.850,0.016248
100.0,0.850,-0.122465
100.0,0.850,0.273496
100.0,0.850,0.101255
100.0,0.850,0.366373
100.0,0.850,-0.082286
100.0,0.850,-0.079780
100.0,0.850,0.262302
100.0,0.850,0.376986
100.0,0.850,-0.068813
100.0,0.850,0.288074
100.0,0.850,0.100500
100.0,0.850,0.057270
100.0,0.850,-0.230040
100.0,0.850,0.069466
100.0,0.850,0.259260
100.0,0.850,-0.036036
100.0,0.850,0.121994
100.0,0.850,-0.034929
100.0,0.850,0.058846
100.0,0.850,0.143293
100.0,0.850,0.108998
100.0,0.850,-0.019683
100.0,0.850,0.219562
100.0,0.850,0.282918
100.0,0.850,-0.089316
100.0,0.850,0.290926
100.0,0.850,0.085647
100.0,0.850,0.366101
100.0,0.850,0.151585
100.0,0.850,-0.115658
100.0,0.850,-0.205398
100.0,0.850,0.132304
100.0,0.850,0.017681
100.0,0.850,0.106743
100.0,0.850,-0.007532
100.0,0.850,0.146758
100.0,0.850,-0.300117
100.0,0.850,0.094542
100.0,0.850,0.205700
100.0,0.850,0.086910
100.0,0.850,-0.028966
100.0,0.850,0.333343
100.0,0.850,0.304428
100.0,0.850,0.044398
100.0,0.850,-0.072717
100.0,0.850,0.249218
100.0,0.850,0.124180
100.0,0.850,0.118081
100.0,0.850,-0.077678
100.0,0.850,0.175507
100.0,0.850,0.164103
100.0,0.850,-0.011138
100.0,0.850,-0.002389
100.0,0.850,0.002096
100.0,0.850,0.073379
100.0,0.850,-0.149073
100.0,0.850,-0.049077
100.0,0.850,-0.062531
100.0,0.850,-0.242716
100.0,0.850,-0.001633
100.0,0.850,-0.056141
100.0,0.850,0.190481
100.0,0.850,0.106728
100.0,0.850,0.214819
100.0,0.850,0.168857
100.0,0.850,0.324084
100.0,0.850,0.165760
100.0,0.850,0.068132
100.0,0.850,0.239733
100.0,0.850,-0.080322
100.0,0.903,0.068665
100.0,0.903,0.033720
100.0,0.903,-0.046012
100.0,0.903,0.089908
100.0,0.903,0.185125
100.0,0.903,0.230281
100.0,0.903,0.377068
100.0,0.903,0.215573
100.0,0.903,0.179081
100.0,0.903,0.095976
100.0,0.903,-0.185647
100.0,0.903,0.450819
100.0,0.903,0.343014
100.0,0.903,0.291566
100.0,0.903,0.259833
100.0,0.903,0.305628
100.0,0.903,0.180098
100.0,0.903,0.354680
100.0,0.903,0.198153
100.0,0.903,0.439136
100.0,0.903,0.462041
100.0,0.903,-0.021406
100.0,0.903,0.192380
100.0,0.903,-0.043398
100.0,0.903,0.374585
100.0,0.903,0.300943
100.0,0.903,0.226805
100.0,0.903,0.154185
100.0,0.903,0.040325
100.0,0.903,0.124779
100.0,0.903,-0.270966
100.0,0.903,0.441265
100.0,0.903,0.303725
100.0,0.903,0.241295
100.0,0.903,0.173349
100.0,0.903,0.263553
100.0,0.903,0.326060
100.0,0.903,0.089815
100.0,0.903,0.304754
100.0,0.903,0.344895
100.0,0.903,0.017635
100.0,0.903,0.419908
100.0,0.903,0.370416
100.0,0.903,-0.139419
100.0,0.903,0.510859
100.0,0.903,0.094340
100.0,0.903,0.544551
100.0,0.903,0.103228
100.0,0.903,-0.325781
100.0,0.903,-0.014753
100.0,0.903,0.013609
100.0,0.903,0.259679
100.0,0.903,0.628454
100.0,0.903,0.214815
100.0,0.903,0.143627
100.0,0.903,0.357630
100.0,0.903,-0.152671
100.0,0.903,0.258908
100.0,0.903,0.263466
100.0,0.903,0.317757
100.0,0.903,0.203741
100.0,0.903,0.357130
100.0,0.903,0.176003
100.0,0.903,0.060835
100.0,0.903,0.411849
100.0,0.903,0.464135
100.0,0.903,0.162962
100.0,0.903,-0.069828
100.0,0.903,0.287564
100.0,0.903,-0.189368
100.0,0.903,-0.162050
100.0,0.903,0.488398
100.0,0.903,0.335237
100.0,0.903,0.162449
100.0,0.903,0.358538
100.0,0.903,0.084560
100.0,0.903,0.143366
100.0,0.903,0.529528
100.0,0.903,0.357731
100.0,0.903,-0.029260
100.0,0.903,0.288398
100.0,0.903,-0.001872
100.0,0.903,0.100868
100.0,0.903,0.522445
100.0,0.903,0.290135
100.0,0.903,-0.043210
100.0,0.903,-0.257722
100.0,0.903,0.232078
100.0,0.903,0.098099
100.0,0.903,0.278361
100.0,0.903,0.280370
100.0,0.903,0.320096
100.0,0.903,0.189492
100.0,0.903,0.172699
100.0,0.903,0.428880
100.0,0.903,0.322654
100.0,0.903,0.050362
100.0,0.903,0.077385
100.0,0.903,0.091924
100.0,0.903,0.185449
100.0,0.950,0.700110
100.0,0.950,0.757726
100.0,0.950,0.913734
100.0,0.950,0.587914
100.0,0.950,0.916532
100.0,0.950,0.894260
100.0,0.950,0.857820
100.0,0.950,0.884574
100.0,0.950,0.918410
100.0,0.950,0.833309
100.0,0.950,0.835139
100.0,0.950,0.543574
100.0,0.950,0.818405
100.0,0.950,0.937614
100.0,0.950,0.747230
100.0,0.950,0.843806
100.0,0.950,0.487673
100.0,0.950,0.730342
100.0,0.950,0.806248
100.0,0.950,0.898497
100.0,0.950,0.702232
100.0,0.950,0.810375
100.0,0.950,0.440235
100.0,0.950,0.470242
100.0,0.950,0.855361
100.0,0.950,0.809486
100.0,0.950,0.711054
100.0,0.950,0.852894
100.0,0.950,0.840243
100.0,0.950,0.549641
100.0,0.950,0.763837
100.0,0.950,0.876108
100.0,0.950,0.301327
100.0,0.950,0.236863
100.0,0.950,0.713752
100.0,0.950,0.742557
100.0,0.950,0.484442
100.0,0.950,0.863612
100.0,0.950,0.393201
100.0,0.950,0.846362
100.0,0.950,0.883222
100.0,0.950,0.907658
100.0,0.950,0.670870
100.0,0.950,0.804016
100.0,0.950,0.842221
100.0,0.950,0.400093
100.0,0.950,0.785657
100.0,0.950,0.631492
100.0,0.950,0.789073
100.0,0.950,0.871618
100.0,0.950,0.711979
100.0,0.950,0.844362
100.0,0.950,0.926938
100.0,0.950,0.650726
100.0,0.950,0.867887
100.0,0.950,0.733009
100.0,0.950,0.853330
100.0,0.950,-0.145732
100.0,0.950,0.657348
100.0,0.950,0.917232
100.0,0.950,0.831027
100.0,0.950,0.865477
100.0,0.950,0.920581
100.0,0.950,0.658636
100.0,0.950,0.726086
100.0,0.950,0.825252
100.0,0.950,0.749458
100.0,0.950,0.603405
100.0,0.950,0.240317
100.0,0.950,0.859844
100.0,0.950,0.796974
100.0,0.950,0.770233
100.0,0.950,0.910784
100.0,0.950,0.682418
100.0,0.950,0.534101
100.0,0.950,0.710399
100.0,0.950,0.644057
100.0,0.950,0.881668
100.0,0.950,0.671682
100.0,0.950,0.460113
100.0,0.950,0.793783
100.0,0.950,0.887071
100.0,0.950,0.877017
100.0,0.950,0.801087
100.0,0.950,0.922747
100.0,0.950,0.685864
100.0,0.950,0.526471
100.0,0.950,0.865544
100.0,0.950,0.924798
100.0,0.950,0.689467
100.0,0.950,0.768972
100.0,0.950,0.305199
100.0,0.950,0.618161
100.0,0.950,0.613357
100.0,0.950,0.894528
100.0,0.950,0.901223
100.0,0.950,0.399918
100.0,0.950,0.482511
100.0,0.950,0.643681
100.0,0.950,0.812992
100.0,0.850,0.179673
100.0,0.850,-0.214221
100.0,0.850,0.145432
100.0,0.850,0.114680
100.0,0.850,-0.048373
100.0,0.850,0.364298
100.0,0.850,0.316340
100.0,0.850,0.221186
100.0,0.850,-0.027748
100.0,0.850,-0.065675
100.0,0.850,0.048144
100.0,0.850,0.039792
100.0,0.850,0.148064
100.0,0.850,-0.299908
100.0,0.850,-0.172225
100.0,0.850,0.053404
100.0,0.850,0.173305
100.0,0.850,0.126015
100.0,0.850,0.343618
100.0,0.850,0.120074
100.0,0.850,0.088473
100.0,0.850,-0.027331
100.0,0.850,-0.052101
100.0,0.850,0.003071
100.0,0.850,0.123075
100.0,0.850,-0.088203
100.0,0.850,0.369344
100.0,0.850,-0.092440
100.0,0.850,-0.046752
100.0,0.850,0.312021
100.0,0.850,0.207397
100.0,0.850,-0.175221
100.0,0.850,0.204780
100.0,0.850,0.164370
100.0,0.850,0.207530
100.0,0.850,-0.127894
100.0,0.850,0.163750
100.0,0.850,-0.045760
100.0,0.850,0.066551
100.0,0.850,0.125185
100.0,0.850,0.373172
100.0,0.850,0.207232
100.0,0.850,0.020281
100.0,0.850,0.197926
100.0,0.850,-0.254396
100.0,0.850,-0.139064
100.0,0.850,-0.069666
100.0,0.850,0.054449
100.0,0.850,0.341337
100.0,0.850,-0.140934
100.0,0.850,0.017610
100.0,0.850,-0.012019
100.0,0.850,-0.143635
100.0,0.850,0.205701
100.0,0.850,0.120700
100.0,0.850,0.089084
100.0,0.850,-0.022604
100.0,0.850,-0.305184
100.0,0.850,0.237410
100.0,0.850,-0.192907
100.0,0.850,-0.086931
100.0,0.850,0.174557
100.0,0.850,-0.216953
100.0,0.850,0.048128
100.0,0.850,-0.093549
100.0,0.850,-0.109406
100.0,0.850,0.040176
100.0,0.850,-0.177102
100.0,0.850,-0.072289
100.0,0.850,-0.015175
100.0,0.850,-0.015732
100.0,0.850,-0.149461
100.0,0.850,-0.004462
100.0,0.850,0.099831
100.0,0.850,0.088624
100.0,0.850,0.040643
100.0,0.850,0.064604
100.0,0.850,0.057548
100.0,0.850,0.048729
100.0,0.850,0.046057
100.0,0.850,0.295266
100.0,0.850,-0.011256
100.0,0.850,-0.046709
100.0,0.850,-0.204734
100.0,0.850,0.199745
100.0,0.850,0.052762
100.0,0.850,0.317708
100.0,0.850,-0.126548
100.0,0.850,-0.001799
100.0,0.850,0.249002
100.0,0.850,-0.087911
100.0,0.850,0.057623
100.0,0.850,0.149159
100.0,0.850,0.092614
100.0,0.850,0.204630
100.0,0.850,-0.168020
100.0,0.850,0.134729
100.0,0.850,0.046653
100.0,0.850,0.355552
100.0,0.850,0.015754
100.0,0.903,0.402145
100.0,0.903,0.220998
100.0,0.903,-0.223329
100.0,0.903,-0.086954
100.0,0.903,0.090928
100.0,0.903,-0.035652
100.0,0.903,0.049033
100.0,0.903,0.308218
100.0,0.903,0.056154
100.0,0.903,0.120960
100.0,0.903,0.317212
100.0,0.903,0.325046
100.0,0.903,0.322170
100.0,0.903,0.195606
100.0,0.903,-0.052625
100.0,0.903,0.244838
100.0,0.903,-0.039843
100.0,0.903,0.432712
100.0,0.903,0.411507
100.0,0.903,0.266889
100.0,0.903,0.356853
100.0,0.903,0.111917
100.0,0.903,0.447899
100.0,0.903,0.523880
100.0,0.903,-0.025070
100.0,0.903,-0.127934
100.0,0.903,0.265178
100.0,0.903,0.030246
100.0,0.903,-0.081402
100.0,0.903,0.295985
100.0,0.903,0.458897
100.0,0.903,-0.011020
100.0,0.903,0.154434
100.0,0.903,0.432579
100.0,0.903,-0.006103
100.0,0.903,0.153236
100.0,0.903,0.349566
100.0,0.903,-0.127267
100.0,0.903,0.356320
100.0,0.903,0.394356
100.0,0.903,0.212134
100.0,0.903,0.466037
100.0,0.903,0.285519
100.0,0.903,0.262296
100.0,0.903,-0.022482
100.0,0.903,0.317613
100.0,0.903,0.285469
100.0,0.903,0.558725
100.0,0.903,0.397597
100.0,0.903,0.104927
100.0,0.903,-0.104693
100.0,0.903,0.197131
100.0,0.903,0.039070
100.0,0.903,0.213241
100.0,0.903,-0.157785
100.0,0.903,-0.275931
100.0,0.903,0.337152
100.0,0.903,0.152332
100.0,0.903,0.200132
100.0,0.903,0.089945
100.0,0.903,0.433579
100.0,0.903,0.038091
100.0,0.903,0.211351
100.0,0.903,0.259027
100.0,0.903,0.123431
100.0,0.903,0.171012
100.0,0.903,0.374687
100.0,0.903,0.239880
100.0,0.903,0.111257
100.0,0.903,0.029288
100.0,0.903,0.343618
100.0,0.903,0.038298
100.0,0.903,0.275665
100.0,0.903,0.492959
100.0,0.903,0.345314
100.0,0.903,0.101492
100.0,0.903,-0.105156
100.0,0.903,0.313188
100.0,0.903,0.015615
100.0,0.903,0.071508
100.0,0.903,0.220657
100.0,0.903,-0.039763
100.0,0.903,0.144996
100.0,0.903,0.016192
100.0,0.903,0.136988
100.0,0.903,0.110006
100.0,0.903,0.266280
100.0,0.903,0.169141
100.0,0.903,0.214438
100.0,0.903,0.241450
100.0,0.903,0.237534
100.0,0.903,0.412041
100.0,0.903,0.345130
100.0,0.903,0.174470
100.0,0.903,0.282643
100.0,0.903,0.185274
100.0,0.903,0.092830
100.0,0.903,0.330953
100.0,0.903,-0.355851
100.0,0.903,0.489607
100.0,0.950,0.816695
100.0,0.950,0.841193
100.0,0.950,0.830361
100.0,0.950,0.834731
100.0,0.950,0.726707
100.0,0.950,0.822608
100.0,0.950,0.586579
100.0,0.950,0.600844
100.0,0.950,0.746181
100.0,0.950,0.879609
100.0,0.950,0.768540
100.0,0.950,0.674391
100.0,0.950,0.447428
100.0,0.950,0.916856
100.0,0.950,0.837179
100.0,0.950,0.812060
100.0,0.950,0.824863
100.0,0.950,0.740889
100.0,0.950,0.852819
100.0,0.950,0.881659
100.0,0.950,0.833144
100.0,0.950,0.675744
100.0,0.950,0.888739
100.0,0.950,0.840867
100.0,0.950,0.864033
100.0,0.950,0.879778
100.0,0.950,0.900627
100.0,0.950,0.699034
100.0,0.950,0.698855
100.0,0.950,0.813279
100.0,0.950,0.689636
100.0,0.950,0.656709
100.0,0.950,0.807957
100.0,0.950,0.459673
100.0,0.950,0.476708
100.0,0.950,0.849687
100.0,0.950,0.453141
100.0,0.950,0.885355
100.0,0.950,0.771174
100.0,0.950,0.911915
100.0,0.950,0.699047
100.0,0.950,0.767771
100.0,0.950,0.890320
100.0,0.950,0.899267
100.0,0.950,0.858543
100.0,0.950,0.454209
100.0,0.950,0.889879
100.0,0.950,0.805124
100.0,0.950,0.920726
100.0,0.950,0.791772
100.0,0.950,0.830499
100.0,0.950,0.776765
100.0,0.950,0.633237
100.0,0.950,0.885929
100.0,0.950,0.577728
100.0,0.950,0.704275
100.0,0.950,0.893129
100.0,0.950,0.708325
100.0,0.950,0.731047
100.0,0.950,0.786977
100.0,0.950,0.882246
100.0,0.950,0.332548
100.0,0.950,0.867826
100.0,0.950,0.858476
100.0,0.950,0.787219
100.0,0.950,0.889818
100.0,0.950,0.446234
100.0,0.950,0.375382
100.0,0.950,0.774892
100.0,0.950,0.839712
100.0,0.950,0.739375
100.0,0.950,0.808046
100.0,0.950,0.863842
100.0,0.950,0.783352
100.0,0.950,0.915389
100.0,0.950,0.908977
100.0,0.950,0.814781
100.0,0.950,0.852539
100.0,0.950,0.715202
100.0,0.950,0.686040
100.0,0.950,0.773851
100.0,0.950,0.826675
100.0,0.950,0.923695
100.0,0.950,0.749083
100.0,0.950,0.445474
100.0,0.950,0.892884
100.0,0.950,0.776849
100.0,0.950,0.797169
100.0,0.950,0.905521
100.0,0.950,0.753866
100.0,0.950,0.665787
100.0,0.950,0.831614
100.0,0.950,0.773461
100.0,0.950,0.754232
100.0,0.950,0.827250
100.0,0.950,0.887288
100.0,0.950,0.629002
100.0,0.950,0.819850
100.0,0.950,0.756192
100.0,0.950,0.915047
100.0,0.850,0.003216
100.0,0.850,-0.055949
100.0,0.850,-0.182098
100.0,0.850,-0.010107
100.0,0.850,0.110107
100.0,0.850,-0.264724
100.0,0.850,-0.012261
100.0,0.850,0.030361
100.0,0.850,0.020358
100.0,0.850,-0.063296
100.0,0.850,-0.070072
100.0,0.850,-0.059918
100.0,0.850,0.151236
100.0,0.850,-0.064004
100.0,0.850,0.066888
100.0,0.850,-0.185583
100.0,0.850,-0.325270
100.0,0.850,0.017407
100.0,0.850,-0.002959
100.0,0.850,-0.198097
100.0,0.850,0.096380
100.0,0.850,0.096987
100.0,0.850,0.041646
100.0,0.850,-0.142714
100.0,0.850,-0.067840
100.0,0.850,-0.054484
100.0,0.850,0.206280
100.0,0.850,-0.182888
100.0,0.850,-0.004045
100.0,0.850,-0.054330
100.0,0.850,-0.006776
100.0,0.850,-0.016527
100.0,0.850,0.016773
100.0,0.850,-0.113796
100.0,0.850,0.023904
100.0,0.850,0.046324
100.0,0.850,-0.121264
100.0,0.850,0.119586
100.0,0.850,0.071016
100.0,0.850,-0.109463
100.0,0.850,-0.123996
100.0,0.850,-0.158211
100.0,0.850,0.093480
100.0,0.850,0.016338
100.0,0.850,-0.095697
100.0,0.850,-0.034581
100.0,0.850,-0.110777
100.0,0.850,-0.107453
100.0,0.850,-0.041350
100.0,0.850,-0.059495
100.0,0.850,0.044348
100.0,0.850,0.000798
100.0,0.850,-0.029627
100.0,0.850,-0.183026
100.0,0.850,-0.321320
100.0,0.850,0.081612
100.0,0.850,-0.119077
100.0,0.850,-0.110809
100.0,0.850,-0.000152
100.0,0.850,0.004464
100.0,0.850,-0.083864
100.0,0.850,0.039093
100.0,0.850,-0.313504
100.0,0.850,0.073953
100.0,0.850,-0.182919
100.0,0.850,0.322043
100.0,0.850,-0.256402
100.0,0.850,0.142785
100.0,0.850,-0.166232
100.0,0.850,-0.102567
100.0,0.850,-0.036374
100.0,0.850,0.032702
100.0,0.850,0.154865
100.0,0.850,-0.030398
100.0,0.850,0.263396
100.0,0.850,-0.235879
100.0,0.850,0.099911
100.0,0.850,0.105728
100.0,0.850,0.008653
100.0,0.850,0.074169
100.0,0.850,-0.087637
100.0,0.850,-0.001771
100.0,0.850,-0.246639
100.0,0.850,0.254766
100.0,0.850,0.146854
100.0,0.850,0.174371
100.0,0.850,0.182599
100.0,0.850,-0.037164
100.0,0.850,0.163325
100.0,0.850,-0.060044
100.0,0.850,0.003156
100.0,0.850,-0.144474
100.0,0.850,-0.230417
100.0,0.850,-0.301008
100.0,0.850,-0.271570
100.0,0.850,-0.062788
100.0,0.850,-0.192650
100.0,0.850,0.045849
100.0,0.850,-0.026688
100.0,0.850,0.070799
100.0,0.903,-0.104778
100.0,0.903,-0.431601
100.0,0.903,-0.191678
100.0,0.903,0.113146
100.0,0.903,0.208708
100.0,0.903,0.092213
100.0,0.903,-0.311964
100.0,0.903,-0.306141
100.0,0.903,-0.342562
100.0,0.903,0.031908
100.0,0.903,-0.248299
100.0,0.903,-0.201687
100.0,0.903,-0.252042
100.0,0.903,-0.476913
100.0,0.903,-0.083838
100.0,0.903,0.078211
100.0,0.903,-0.021111
100.0,0.903,-0.012248
100.0,0.903,-0.428478
100.0,0.903,-0.465568
100.0,0.903,-0.572547
100.0,0.903,-0.348134
100.0,0.903,0.097224
100.0,0.903,-0.347316
100.0,0.903,-0.161746
100.0,0.903,-0.109633
100.0,0.903,-0.038808
100.0,0.903,0.136649
100.0,0.903,-0.242691
100.0,0.903,0.154994
100.0,0.903,-0.399873
100.0,0.903,-0.161209
100.0,0.903,-0.487785
100.0,0.903,-0.045232
100.0,0.903,-0.139207
100.0,0.903,-0.103367
100.0,0.903,-0.453355
100.0,0.903,0.008958
100.0,0.903,-0.190206
100.0,0.903,-0.246910
100.0,0.903,-0.232736
100.0,0.903,-0.203557
100.0,0.903,-0.230523
100.0,0.903,-0.328695
100.0,0.903,-0.080916
100.0,0.903,-0.375166
100.0,0.903,-0.371753
100.0,0.903,0.049889
100.0,0.903,-0.204484
100.0,0.903,-0.176696
100.0,0.903,-0.053347
100.0,0.903,0.099274
100.0,0.903,-0.454379
100.0,0.903,-0.408377
100.0,0.903,-0.198702
100.0,0.903,-0.185878
100.0,0.903,0.040362
100.0,0.903,-0.274579
100.0,0.903,-0.370036
100.0,0.903,-0.187977
100.0,0.903,-0.142029
100.0,0.903,-0.146503
100.0,0.903,-0.223274
100.0,0.903,-0.039867
100.0,0.903,-0.235471
100.0,0.903,-0.382528
100.0,0.903,-0.440049
100.0,0.903,0.009484
100.0,0.903,-0.324200
100.0,0.903,-0.556399
100.0,0.903,0.137933
100.0,0.903,-0.133171
100.0,0.903,-0.128790
100.0,0.903,-0.241752
100.0,0.903,-0.463577
100.0,0.903,0.074023
100.0,0.903,-0.399169
100.0,0.903,0.070953
100.0,0.903,-0.299871
100.0,0.903,-0.450393
100.0,0.903,0.026639
100.0,0.903,-0.297445
100.0,0.903,-0.077322
100.0,0.903,0.342434
100.0,0.903,-0.585183
100.0,0.903,-0.011644
100.0,0.903,-0.311717
100.0,0.903,-0.413156
100.0,0.903,-0.161976
100.0,0.903,-0.182473
100.0,0.903,0.120144
100.0,0.903,-0.497264
100.0,0.903,-0.377716
100.0,0.903,0.074595
100.0,0.903,-0.233872
100.0,0.903,-0.142765
100.0,0.903,-0.192809
100.0,0.903,-0.345887
100.0,0.903,-0.226240
100.0,0.903,-0.026512
100.0,0.950,-0.791142
100.0,0.950,-0.700704
100.0,0.950,-0.815002
100.0,0.950,-0.873446
100.0,0.950,-0.595142
100.0,0.950,-0.697762
100.0,0.950,-0.135957
100.0,0.950,-0.790052
100.0,0.950,-0.819927
100.0,0.950,-0.568014
100.0,0.950,-0.421227
100.0,0.950,-0.759012
100.0,0.950,-0.872189
100.0,0.950,-0.396800
100.0,0.950,-0.814542
100.0,0.950,-0.835215
100.0,0.950,-0.695020
100.0,0.950,-0.710402
100.0,0.950,-0.832649
100.0,0.950,-0.677626
100.0,0.950,-0.505398
100.0,0.950,-0.835846
100.0,0.950,0.631140
100.0,0.950,-0.675281
100.0,0.950,-0.687426
100.0,0.950,-0.421914
100.0,0.950,-0.598513
100.0,0.950,-0.258566
100.0,0.950,-0.914724
100.0,0.950,-0.677550
100.0,0.950,-0.565620
100.0,0.950,-0.779851
100.0,0.950,-0.711143
100.0,0.950,-0.891077
100.0,0.950,-0.896996
100.0,0.950,-0.683519
100.0,0.950,-0.873266
100.0,0.950,-0.564039
100.0,0.950,-0.660709
100.0,0.950,-0.658403
100.0,0.950,-0.527755
100.0,0.950,-0.912007
100.0,0.950,-0.185083
100.0,0.950,-0.784340
100.0,0.950,-0.862261
100.0,0.950,-0.878610
100.0,0.950,-0.919821
100.0,0.950,-0.826214
100.0,0.950,-0.699538
100.0,0.950,-0.914988
100.0,0.950,-0.806265
100.0,0.950,-0.277061
100.0,0.950,-0.797788
100.0,0.950,-0.418019
100.0,0.950,-0.813722
100.0,0.950,-0.822393
100.0,0.950,-0.692414
100.0,0.950,-0.910702
100.0,0.950,-0.818330
100.0,0.950,-0.806179
100.0,0.950,0.080310
100.0,0.950,-0.626640
100.0,0.950,-0.743079
100.0,0.950,-0.560409
100.0,0.950,-0.802636
100.0,0.950,-0.801189
100.0,0.950,-0.899635
100.0,0.950,-0.403565
100.0,0.950,-0.043605
100.0,0.950,-0.310934
100.0,0.950,-0.830120
100.0,0.950,-0.733066
100.0,0.950,-0.860918
100.0,0.950,-0.831394
100.0,0.950,-0.898123
100.0,0.950,-0.883695
100.0,0.950,-0.674995
100.0,0.950,-0.873814
100.0,0.950,-0.809161
100.0,0.950,-0.843325
100.0,0.950,-0.629034
100.0,0.950,-0.160513
100.0,0.950,-0.926232
100.0,0.950,-0.024180
100.0,0.950,-0.118995
100.0,0.950,-0.654841
100.0,0.950,-0.665851
100.0,0.950,-0.761258
100.0,0.950,-0.371579
100.0,0.950,-0.858142
100.0,0.950,-0.854897
100.0,0.950,-0.765156
100.0,0.950,-0.726925
100.0,0.950,-0.807998
100.0,0.950,-0.526427
100.0,0.950,-0.882365
