tau,alpha_target,magnetization
1000.0,0.850,-0.016087
1000.0,0.850,0.041861
1000.0,0.850,0.030938
1000.0,0.850,0.045629
1000.0,0.850,0.001911
1000.0,0.850,-0.037199
1000.0,0.850,-0.070366
1000.0,0.850,-0.019351
1000.0,0.850,0.010650
1000.0,0.850,0.059880
1000.0,0.850,-0.000010
1000.0,0.850,-0.004086
1000.0,0.850,-0.002113
1000.0,0.850,0.049281
1000.0,0.850,0.081857
1000.0,0.850,0.004266
1000.0,0.850,0.046120
1000.0,0.850,0.024148
1000.0,0.850,0.016132
1000.0,0.850,0.076975
1000.0,0.850,0.011111
1000.0,0.850,0.025834
1000.0,0.850,0.033884
1000.0,0.850,0.004744
1000.0,0.850,0.053453
1000.0,0.850,-0.045288
1000.0,0.850,-0.019949
1000.0,0.850,0.024937
1000.0,0.850,0.049014
1000.0,0.850,0.027535
1000.0,0.850,0.032353
1000.0,0.850,0.035956
1000.0,0.850,0.016391
1000.0,0.850,0.001696
1000.0,0.850,-0.004735
1000.0,0.850,-0.004590
1000.0,0.850,-0.030980
1000.0,0.850,0.018844
1000.0,0.850,0.052224
1000.0,0.850,-0.033853
1000.0,0.850,0.045983
1000.0,0.850,0.018657
1000.0,0.850,-0.061324
1000.0,0.850,-0.035084
1000.0,0.850,-0.009489
1000.0,0.850,0.010823
1000.0,0.850,0.035546
1000.0,0.850,-0.046843
1000.0,0.850,0.014262
1000.0,0.850,-0.080622
1000.0,0.850,0.043372
1000.0,0.850,0.021671
1000.0,0.850,0.059026
1000.0,0.850,-0.017996
1000.0,0.850,0.000939
1000.0,0.850,0.001084
1000.0,0.850,0.035372
1000.0,0.850,0.030071
1000.0,0.850,-0.050644
1000.0,0.850,0.043105
1000.0,0.850,0.015276
1000.0,0.850,0.082611
1000.0,0.850,-0.044612
1000.0,0.850,0.011441
1000.0,0.850,0.007968
1000.0,0.850,0.026311
1000.0,0.850,0.013597
1000.0,0.850,0.027118
1000.0,0.850,0.050211
1000.0,0.850,-0.046170
1000.0,0.850,0.102686
1000.0,0.850,-0.076498
1000.0,0.850,0.035124
1000.0,0.850,-0.070943
1000.0,0.903,-0.103371
1000.0,0.903,-0.059858
1000.0,0.903,0.009474
1000.0,0.903,0.119637
1000.0,0.903,0.044324
1000.0,0.903,-0.069320
1000.0,0.903,0.029573
1000.0,0.903,0.066809
1000.0,0.903,0.084205
1000.0,0.903,0.033963
1000.0,0.903,-0.023038
1000.0,0.903,0.076907
1000.0,0.903,-0.033808
1000.0,0.903,-0.093556
1000.0,0.903,0.038790
1000.0,0.903,0.074760
1000.0,0.903,0.028250
1000.0,0.903,0.030906
1000.0,0.903,0.066122
1000.0,0.903,0.009685
1000.0,0.903,-0.023246
1000.0,0.903,-0.030794
1000.0,0.903,0.009388
1000.0,0.903,0.006885
1000.0,0.903,0.072923
1000.0,0.903,0.075857
1000.0,0.903,-0.084869
1000.0,0.903,0.033509
1000.0,0.903,-0.011969
1000.0,0.903,0.053732
1000.0,0.903,0.001929
1000.0,0.903,-0.046763
1000.0,0.903,-0.070211
1000.0,0.903,-0.047411
1000.0,0.903,0.038957
1000.0,0.903,0.019093
1000.0,0.903,-0.020324
1000.0,0.903,0.021113
1000.0,0.903,0.023642
1000.0,0.903,0.046283
1000.0,0.903,0.062736
1000.0,0.903,-0.013471
1000.0,0.903,0.054640
1000.0,0.903,-0.010620
1000.0,0.903,0.020587
1000.0,0.903,0.072663
1000.0,0.903,0.001346
1000.0,0.903,0.017911
1000.0,0.903,0.069271
1000.0,0.903,0.028688
1000.0,0.903,0.069525
1000.0,0.903,0.001526
1000.0,0.903,-0.026355
1000.0,0.903,-0.008855
1000.0,0.903,0.093107
1000.0,0.903,0.027471
1000.0,0.903,0.009273
1000.0,0.903,0.023833
1000.0,0.903,0.038678
1000.0,0.903,0.004178
1000.0,0.903,-0.032926
1000.0,0.903,0.013093
1000.0,0.903,-0.033157
1000.0,0.903,0.007032
1000.0,0.903,0.005125
1000.0,0.903,-0.003334
1000.0,0.903,0.037512
1000.0,0.903,0.024302
1000.0,0.903,-0.054544
1000.0,0.903,-0.024261
1000.0,0.903,0.015696
1000.0,0.903,-0.010259
1000.0,0.903,0.052699
1000.0,0.903,-0.050336
1000.0,0.903,0.044839
1000.0,0.903,-0.065328
1000.0,0.903,0.013802
1000.0,0.903,0.029613
1000.0,0.903,0.021990
1000.0,0.903,-0.004801
1000.0,0.903,-0.037831
1000.0,0.903,-0.018517
1000.0,0.903,0.102924
1000.0,0.903,0.008012
1000.0,0.903,-0.003026
1000.0,0.903,0.075499
1000.0,0.903,-0.016539
1000.0,0.903,0.156537
1000.0,0.903,-0.071846
1000.0,0.903,-0.013912
1000.0,0.903,0.030832
1000.0,0.903,-0.011036
1000.0,0.903,0.011174
1000.0,0.903,0.008494
1000.0,0.903,0.092717
1000.0,0.903,-0.080505
1000.0,0.903,0.065192
1000.0,0.903,-0.032488
1000.0,0.903,0.091968
1000.0,0.903,-0.048293
1000.0,0.950,-0.044806
1000.0,0.950,-0.095736
1000.0,0.950,0.046153
1000.0,0.950,0.124615
1000.0,0.950,0.050564
1000.0,0.950,-0.084371
1000.0,0.950,0.081445
1000.0,0.950,0.050079
1000.0,0.950,0.084787
1000.0,0.950,0.097628
1000.0,0.950,-0.073233
1000.0,0.950,0.073650
1000.0,0.950,-0.021670
1000.0,0.950,-0.067186
1000.0,0.950,0.077435
1000.0,0.950,0.018885
1000.0,0.950,0.002337
1000.0,0.950,0.095203
1000.0,0.950,0.071104
1000.0,0.950,0.074482
1000.0,0.950,-0.024202
1000.0,0.950,-0.090460
1000.0,0.950,0.008162
1000.0,0.950,-0.045777
1000.0,0.950,0.057600
1000.0,0.950,0.056107
1000.0,0.950,-0.054669
1000.0,0.950,0.012556
1000.0,0.950,0.026743
1000.0,0.950,0.028986
1000.0,0.950,0.000949
1000.0,0.950,-0.030272
1000.0,0.950,-0.043652
1000.0,0.950,-0.033453
1000.0,0.950,0.088989
1000.0,0.950,0.011246
1000.0,0.950,0.019612
1000.0,0.950,0.046926
1000.0,0.950,0.073790
1000.0,0.950,0.022240
1000.0,0.950,0.090587
1000.0,0.950,0.026708
1000.0,0.950,0.109746
1000.0,0.950,-0.020189
1000.0,0.950,0.007023
1000.0,0.950,0.118850
1000.0,0.950,0.082042
1000.0,0.950,-0.049459
1000.0,0.950,0.097959
1000.0,0.950,0.066529
1000.0,0.950,0.056509
1000.0,0.950,0.039650
1000.0,0.950,-0.013531
1000.0,0.950,-0.070442
1000.0,0.950,0.063984
1000.0,0.950,0.073336
1000.0,0.950,0.025987
1000.0,0.950,0.068175
1000.0,0.950,0.038674
1000.0,0.950,0.059587
1000.0,0.950,-0.049631
1000.0,0.950,-0.044066
1000.0,0.950,-0.067177
1000.0,0.950,-0.029666
1000.0,0.950,-0.026457
1000.0,0.950,-0.003597
1000.0,0.950,0.009506
1000.0,0.950,0.061738
1000.0,0.950,-0.099163
1000.0,0.950,0.011994
1000.0,0.950,-0.020043
1000.0,0.950,-0.008471
1000.0,0.950,0.060865
1000.0,0.950,-0.044983
1000.0,0.950,0.053973
1000.0,0.950,-0.097238
1000.0,0.950,0.058228
1000.0,0.950,0.028247
1000.0,0.950,0.029960
1000.0,0.950,0.030865
1000.0,0.950,0.032949
1000.0,0.950,-0.012132
1000.0,0.950,0.152833
1000.0,0.950,0.006586
1000.0,0.950,0.000107
1000.0,0.950,0.082876
1000.0,0.950,0.071798
1000.0,0.950,0.201014
1000.0,0.950,-0.006091
1000.0,0.950,-0.022015
1000.0,0.950,0.021891
1000.0,0.950,-0.026960
1000.0,0.950,0.005536
1000.0,0.950,0.023051
1000.0,0.950,0.084084
1000.0,0.950,-0.141346
1000.0,0.950,0.057784
1000.0,0.950,-0.055772
1000.0,0.950,0.177427
1000.0,0.950,-0.053528
1000.0,0.850,0.044658
1000.0,0.850,0.010401
1000.0,0.850,-0.007256
1000.0,0.850,-0.061889
1000.0,0.850,0.017220
1000.0,0.850,0.057396
1000.0,0.850,-0.017001
1000.0,0.850,-0.030486
1000.0,0.850,-0.006445
1000.0,0.850,-0.083237
1000.0,0.850,-0.018835
1000.0,0.850,0.020326
1000.0,0.850,0.028222
1000.0,0.850,-0.011862
1000.0,0.850,-0.011823
1000.0,0.850,0.042825
1000.0,0.850,-0.007195
1000.0,0.850,-0.006116
1000.0,0.850,-0.004161
1000.0,0.850,0.017493
1000.0,0.850,0.032536
1000.0,0.850,-0.002397
1000.0,0.850,0.088566
1000.0,0.850,0.099343
1000.0,0.850,-0.017445
1000.0,0.850,-0.013489
1000.0,0.850,-0.044262
1000.0,0.850,0.005659
1000.0,0.850,-0.080432
1000.0,0.850,-0.028134
1000.0,0.850,0.003521
1000.0,0.850,-0.011162
1000.0,0.850,0.078983
1000.0,0.850,0.022183
1000.0,0.850,-0.007458
1000.0,0.850,-0.002854
1000.0,0.850,0.024869
1000.0,0.850,0.047515
1000.0,0.850,-0.036113
1000.0,0.850,0.004085
1000.0,0.850,0.028353
1000.0,0.850,-0.002855
1000.0,0.850,-0.035944
1000.0,0.850,0.003909
1000.0,0.850,0.002216
1000.0,0.850,0.039767
1000.0,0.850,-0.014729
1000.0,0.850,-0.017882
1000.0,0.850,-0.044418
1000.0,0.850,-0.000834
1000.0,0.850,0.009521
1000.0,0.850,0.007026
1000.0,0.850,0.003593
1000.0,0.850,0.022563
1000.0,0.850,-0.018286
1000.0,0.850,0.016795
1000.0,0.850,-0.015452
1000.0,0.850,0.013967
1000.0,0.850,-0.001437
1000.0,0.850,0.031828
1000.0,0.850,0.099795
1000.0,0.850,0.017115
1000.0,0.850,-0.002193
1000.0,0.850,-0.035024
1000.0,0.850,0.042575
1000.0,0.850,0.079462
1000.0,0.850,-0.029924
1000.0,0.850,0.010033
1000.0,0.850,0.005850
1000.0,0.850,-0.009999
1000.0,0.850,0.075493
1000.0,0.850,0.075259
1000.0,0.850,-0.053803
1000.0,0.850,0.025454
1000.0,0.850,-0.041138
1000.0,0.850,-0.037717
1000.0,0.850,-0.010385
1000.0,0.850,-0.006251
1000.0,0.850,-0.101015
1000.0,0.850,-0.037324
1000.0,0.850,0.114522
1000.0,0.850,0.058104
1000.0,0.850,-0.002430
1000.0,0.850,-0.050213
1000.0,0.850,0.003067
1000.0,0.850,0.000957
1000.0,0.850,0.002207
1000.0,0.850,0.019527
1000.0,0.850,0.026372
1000.0,0.850,-0.022736
1000.0,0.850,-0.056420
1000.0,0.850,0.056376
1000.0,0.850,-0.028627
1000.0,0.850,0.043680
1000.0,0.850,0.017244
1000.0,0.850,-0.056643
1000.0,0.850,0.011986
1000.0,0.850,0.026031
1000.0,0.850,0.051371
1000.0,0.850,-0.041449
1000.0,0.903,0.025378
1000.0,0.903,0.085131
1000.0,0.903,0.012116
1000.0,0.903,-0.032974
1000.0,0.903,-0.000457
1000.0,0.903,0.087213
1000.0,0.903,0.003207
1000.0,0.903,0.003069
1000.0,0.903,0.004827
1000.0,0.903,-0.062698
1000.0,0.903,0.022503
1000.0,0.903,-0.002969
1000.0,0.903,0.100245
1000.0,0.903,-0.029752
1000.0,0.903,-0.095412
1000.0,0.903,0.031031
1000.0,0.903,0.004642
1000.0,0.903,-0.026350
1000.0,0.903,0.002606
1000.0,0.903,-0.022374
1000.0,0.903,0.049297
1000.0,0.903,-0.028519
1000.0,0.903,0.092840
1000.0,0.903,0.080160
1000.0,0.903,0.015593
1000.0,0.903,-0.033576
1000.0,0.903,-0.082732
1000.0,0.903,0.005380
1000.0,0.903,-0.086832
1000.0,0.903,0.019043
1000.0,0.903,0.064119
1000.0,0.903,-0.004158
1000.0,0.903,0.048680
1000.0,0.903,0.026532
1000.0,0.903,0.066509
1000.0,0.903,0.033353
1000.0,0.903,0.043289
1000.0,0.903,0.069192
1000.0,0.903,-0.045238
1000.0,0.903,0.053659
1000.0,0.903,0.055006
1000.0,0.903,0.026459
1000.0,0.903,-0.021482
1000.0,0.903,0.008607
1000.0,0.903,-0.022208
1000.0,0.903,0.041514
1000.0,0.903,-0.004852
1000.0,0.903,-0.006234
1000.0,0.903,0.023930
1000.0,0.903,0.015765
1000.0,0.903,0.040239
1000.0,0.903,0.017580
1000.0,0.903,-0.008665
1000.0,0.903,0.046648
1000.0,0.903,-0.019197
1000.0,0.903,0.076080
1000.0,0.903,-0.004554
1000.0,0.903,-0.016643
1000.0,0.903,0.048762
1000.0,0.903,0.015581
1000.0,0.903,0.109902
1000.0,0.903,0.082162
1000.0,0.903,0.053977
1000.0,0.903,-0.037068
1000.0,0.903,0.064990
1000.0,0.903,0.059794
1000.0,0.903,0.035169
1000.0,0.903,-0.023436
1000.0,0.903,-0.006621
1000.0,0.903,0.004542
1000.0,0.903,0.046050
1000.0,0.903,0.126027
1000.0,0.903,-0.067554
1000.0,0.903,0.075964
1000.0,0.903,-0.039701
1000.0,0.903,-0.002943
1000.0,0.903,0.027519
1000.0,0.903,-0.028675
1000.0,0.903,-0.051066
1000.0,0.903,-0.074004
1000.0,0.903,0.123720
1000.0,0.903,0.032846
1000.0,0.903,-0.008360
1000.0,0.903,-0.054099
1000.0,0.903,0.010859
1000.0,0.903,0.026291
1000.0,0.903,0.033788
1000.0,0.903,0.020973
1000.0,0.903,-0.012532
1000.0,0.903,-0.042917
1000.0,0.903,-0.013336
1000.0,0.903,0.010389
1000.0,0.903,-0.013488
1000.0,0.903,0.065480
1000.0,0.903,0.038657
1000.0,0.903,-0.051719
1000.0,0.903,0.030048
1000.0,0.903,0.036229
1000.0,0.903,0.096763
1000.0,0.903,0.018378
1000.0,0.950,0.046349
1000.0,0.950,0.061535
1000.0,0.950,0.051991
1000.0,0.950,-0.018666
1000.0,0.950,0.020881
1000.0,0.950,0.045226
1000.0,0.950,-0.002407
1000.0,0.950,0.016676
1000.0,0.950,0.069306
1000.0,0.950,-0.016100
1000.0,0.950,0.009923
1000.0,0.950,0.046494
1000.0,0.950,0.074163
1000.0,0.950,-0.002070
1000.0,0.950,-0.116043
1000.0,0.950,0.050598
1000.0,0.950,0.021054
1000.0,0.950,-0.051587
1000.0,0.950,0.006521
1000.0,0.950,0.021397
1000.0,0.950,0.062924
1000.0,0.950,0.012466
1000.0,0.950,0.084054
1000.0,0.950,0.031102
1000.0,0.950,0.052722
1000.0,0.950,-0.003421
1000.0,0.950,-0.083073
1000.0,0.950,0.015946
1000.0,0.950,-0.074299
1000.0,0.950,-0.023739
1000.0,0.950,0.088318
1000.0,0.950,-0.000317
1000.0,0.950,0.042464
1000.0,0.950,0.067093
1000.0,0.950,0.073828
1000.0,0.950,0.022634
1000.0,0.950,0.091586
1000.0,0.950,0.051252
1000.0,0.950,-0.063100
1000.0,0.950,0.073830
1000.0,0.950,0.043025
1000.0,0.950,-0.013796
1000.0,0.950,-0.035263
1000.0,0.950,-0.020232
1000.0,0.950,0.021170
1000.0,0.950,0.019637
1000.0,0.950,0.008408
1000.0,0.950,-0.016915
1000.0,0.950,0.016719
1000.0,0.950,0.049724
1000.0,0.950,0.108218
1000.0,0.950,0.052976
1000.0,0.950,-0.086868
1000.0,0.950,0.067385
1000.0,0.950,-0.008287
1000.0,0.950,0.105276
1000.0,0.950,0.008052
1000.0,0.950,0.011890
1000.0,0.950,0.045796
1000.0,0.950,0.075850
1000.0,0.950,0.126423
1000.0,0.950,0.075081
1000.0,0.950,0.015286
1000.0,0.950,0.016745
1000.0,0.950,0.082699
1000.0,0.950,0.026805
1000.0,0.950,0.062402
1000.0,0.950,-0.030834
1000.0,0.950,-0.003628
1000.0,0.950,0.029106
1000.0,0.950,0.087039
1000.0,0.950,0.196515
1000.0,0.950,-0.164307
1000.0,0.950,0.126753
1000.0,0.950,-0.031514
1000.0,0.950,0.009890
1000.0,0.950,0.061968
1000.0,0.950,-0.000803
1000.0,0.950,-0.066358
1000.0,0.950,-0.135811
1000.0,0.950,0.139300
1000.0,0.950,0.076963
1000.0,0.950,0.017196
1000.0,0.950,-0.093491
1000.0,0.950,0.006454
1000.0,0.950,0.033968
1000.0,0.950,0.001043
1000.0,0.950,0.021890
1000.0,0.950,0.064510
1000.0,0.950,-0.075852
1000.0,0.950,-0.036026
1000.0,0.950,0.031977
1000.0,0.950,0.039762
1000.0,0.950,0.023904
1000.0,0.950,0.054485
1000.0,0.950,-0.078251
1000.0,0.950,0.063363
1000.0,0.950,0.076306
1000.0,0.950,0.068526
1000.0,0.950,0.094213
1000.0,0.850,0.089096
1000.0,0.850,-0.029861
1000.0,0.850,-0.012340
1000.0,0.850,0.021544
1000.0,0.850,-0.052672
1000.0,0.850,0.061151
1000.0,0.850,-0.039101
1000.0,0.850,0.016322
1000.0,0.850,0.015092
1000.0,0.850,-0.058159
1000.0,0.850,-0.000715
1000.0,0.850,-0.075106
1000.0,0.850,-0.077930
1000.0,0.850,-0.024103
1000.0,0.850,-0.074683
1000.0,0.850,-0.051181
1000.0,0.850,0.042953
1000.0,0.850,0.076919
1000.0,0.850,0.024615
1000.0,0.850,0.014997
1000.0,0.850,-0.002229
1000.0,0.850,0.013805
1000.0,0.850,0.004013
1000.0,0.850,0.016350
1000.0,0.850,-0.043995
1000.0,0.850,-0.012496
1000.0,0.850,-0.028520
1000.0,0.850,-0.009177
1000.0,0.850,0.009155
1000.0,0.850,-0.024372
1000.0,0.850,-0.004002
1000.0,0.850,-0.010448
1000.0,0.850,0.036869
1000.0,0.850,-0.049851
1000.0,0.850,-0.030761
1000.0,0.850,0.038567
1000.0,0.850,0.034456
1000.0,0.850,0.003193
1000.0,0.850,0.007025
1000.0,0.850,0.057730
1000.0,0.850,0.040869
1000.0,0.850,0.032331
1000.0,0.850,0.010314
1000.0,0.850,0.035128
1000.0,0.850,-0.053954
1000.0,0.850,-0.034676
1000.0,0.850,-0.006708
1000.0,0.850,-0.039305
1000.0,0.850,0.110555
1000.0,0.850,0.069337
1000.0,0.850,-0.053681
1000.0,0.850,0.017148
1000.0,0.850,-0.031202
1000.0,0.850,-0.081830
1000.0,0.850,-0.061749
1000.0,0.850,-0.037981
1000.0,0.850,-0.036948
1000.0,0.850,0.011409
1000.0,0.850,0.019330
1000.0,0.850,-0.052369
1000.0,0.850,-0.049644
1000.0,0.850,-0.105175
1000.0,0.850,-0.015712
1000.0,0.850,0.018482
1000.0,0.850,0.027256
1000.0,0.850,-0.008183
1000.0,0.850,-0.024680
1000.0,0.850,0.048741
1000.0,0.850,-0.027795
1000.0,0.850,0.048801
1000.0,0.850,-0.038372
1000.0,0.850,0.138687
1000.0,0.850,-0.043457
1000.0,0.850,-0.007875
1000.0,0.850,0.032301
1000.0,0.850,0.008087
1000.0,0.850,0.021182
1000.0,0.850,0.035075
1000.0,0.850,-0.005789
1000.0,0.850,0.054688
1000.0,0.850,-0.034323
1000.0,0.850,-0.007863
1000.0,0.850,-0.007855
1000.0,0.850,0.019166
1000.0,0.850,-0.014374
1000.0,0.850,0.017259
1000.0,0.850,-0.013454
1000.0,0.850,0.015112
1000.0,0.850,0.053545
1000.0,0.850,-0.021590
1000.0,0.850,-0.011399
1000.0,0.850,-0.026392
1000.0,0.850,0.003634
1000.0,0.850,-0.120761
1000.0,0.850,0.009035
1000.0,0.850,-0.074575
1000.0,0.850,0.001589
1000.0,0.850,-0.031406
1000.0,0.850,0.043207
1000.0,0.850,-0.008590
1000.0,0.903,0.031204
1000.0,0.903,-0.031075
1000.0,0.903,-0.018152
1000.0,0.903,0.011992
1000.0,0.903,-0.044753
1000.0,0.903,0.098310
1000.0,0.903,-0.030241
1000.0,0.903,0.016925
1000.0,0.903,0.028267
1000.0,0.903,-0.034545
1000.0,0.903,-0.028442
1000.0,0.903,-0.044922
1000.0,0.903,-0.125711
1000.0,0.903,0.019936
1000.0,0.903,-0.111361
1000.0,0.903,-0.012725
1000.0,0.903,0.117144
1000.0,0.903,0.027593
1000.0,0.903,0.004671
1000.0,0.903,0.020851
1000.0,0.903,0.023223
1000.0,0.903,0.012011
1000.0,0.903,-0.016758
1000.0,0.903,0.001459
1000.0,0.903,-0.058483
1000.0,0.903,0.021693
1000.0,0.903,-0.018689
1000.0,0.903,0.029342
1000.0,0.903,0.097079
1000.0,0.903,-0.058054
1000.0,0.903,0.030219
1000.0,0.903,-0.040152
1000.0,0.903,-0.008462
1000.0,0.903,-0.036852
1000.0,0.903,0.022057
1000.0,0.903,0.022743
1000.0,0.903,0.040813
1000.0,0.903,-0.015729
1000.0,0.903,0.012669
1000.0,0.903,0.041853
1000.0,0.903,0.054141
1000.0,0.903,0.056198
1000.0,0.903,0.062920
1000.0,0.903,0.018798
1000.0,0.903,-0.038856
1000.0,0.903,0.009527
1000.0,0.903,-0.001423
1000.0,0.903,-0.092223
1000.0,0.903,0.068197
1000.0,0.903,0.117424
1000.0,0.903,-0.006553
1000.0,0.903,0.001738
1000.0,0.903,-0.009081
1000.0,0.903,-0.047671
1000.0,0.903,-0.012376
1000.0,0.903,-0.035936
1000.0,0.903,-0.016029
1000.0,0.903,-0.007092
1000.0,0.903,0.040273
1000.0,0.903,-0.037918
1000.0,0.903,-0.045178
1000.0,0.903,-0.127067
1000.0,0.903,-0.033874
1000.0,0.903,-0.055410
1000.0,0.903,0.070066
1000.0,0.903,-0.048584
1000.0,0.903,-0.040434
1000.0,0.903,0.064499
1000.0,0.903,-0.067467
1000.0,0.903,0.087211
1000.0,0.903,-0.042499
1000.0,0.903,0.125794
1000.0,0.903,-0.056679
1000.0,0.903,-0.040689
1000.0,0.903,-0.001421
1000.0,0.903,0.001850
1000.0,0.903,0.010259
1000.0,0.903,0.096324
1000.0,0.903,-0.045431
1000.0,0.903,0.094184
1000.0,0.903,0.019613
1000.0,0.903,-0.020003
1000.0,0.903,-0.026665
1000.0,0.903,-0.005520
1000.0,0.903,0.025755
1000.0,0.903,0.015010
1000.0,0.903,-0.008960
1000.0,0.903,0.038490
1000.0,0.903,0.031350
1000.0,0.903,0.027634
1000.0,0.903,0.005325
1000.0,0.903,0.014977
1000.0,0.903,-0.033723
1000.0,0.903,-0.138353
1000.0,0.903,0.030371
1000.0,0.903,-0.048050
1000.0,0.903,0.022044
1000.0,0.903,-0.058182
1000.0,0.903,0.051001
1000.0,0.903,-0.031074
1000.0,0.950,0.013217
1000.0,0.950,-0.020133
1000.0,0.950,0.026124
1000.0,0.950,0.089005
1000.0,0.950,-0.000594
1000.0,0.950,0.125673
1000.0,0.950,0.039132
1000.0,0.950,0.018678
1000.0,0.950,0.012242
1000.0,0.950,-0.039995
1000.0,0.950,-0.000376
1000.0,0.950,-0.076861
1000.0,0.950,-0.055439
1000.0,0.950,0.084978
1000.0,0.950,-0.084611
1000.0,0.950,-0.006784
1000.0,0.950,0.184300
1000.0,0.950,0.007749
1000.0,0.950,-0.027042
1000.0,0.950,0.095676
1000.0,0.950,-0.002322
1000.0,0.950,0.023067
1000.0,0.950,-0.023521
1000.0,0.950,0.025986
1000.0,0.950,-0.074642
1000.0,0.950,0.094626
1000.0,0.950,-0.061137
1000.0,0.950,0.054370
1000.0,0.950,0.107388
1000.0,0.950,-0.051802
1000.0,0.950,0.096924
1000.0,0.950,-0.043918
1000.0,0.950,-0.019480
1000.0,0.950,-0.013815
1000.0,0.950,0.015992
1000.0,0.950,-0.004489
1000.0,0.950,0.101558
1000.0,0.950,-0.030624
1000.0,0.950,0.082927
1000.0,0.950,0.043588
1000.0,0.950,-0.004432
1000.0,0.950,0.083981
1000.0,0.950,0.114214
1000.0,0.950,0.017595
1000.0,0.950,-0.045026
1000.0,0.950,0.032223
1000.0,0.950,0.037371
1000.0,0.950,-0.007641
1000.0,0.950,0.101956
1000.0,0.950,0.102455
1000.0,0.950,-0.051037
1000.0,0.950,-0.012608
1000.0,0.950,-0.021252
1000.0,0.950,0.016639
1000.0,0.950,0.034728
1000.0,0.950,-0.012120
1000.0,0.950,-0.004236
1000.0,0.950,-0.011446
1000.0,0.950,0.066582
1000.0,0.950,-0.075287
1000.0,0.950,-0.064813
1000.0,0.950,-0.082818
1000.0,0.950,0.013529
1000.0,0.950,-0.038384
1000.0,0.950,0.021188
1000.0,0.950,0.028662
1000.0,0.950,-0.089213
1000.0,0.950,0.045956
1000.0,0.950,-0.028025
1000.0,0.950,0.108255
1000.0,0.950,-0.007442
1000.0,0.950,0.131980
1000.0,0.950,-0.019540
1000.0,0.950,-0.017448
1000.0,0.950,0.059361
1000.0,0.950,0.025283
1000.0,0.950,0.033316
1000.0,0.950,0.104490
1000.0,0.950,-0.030597
1000.0,0.950,0.123843
1000.0,0.950,-0.032024
1000.0,0.950,-0.038212
1000.0,0.950,0.005360
1000.0,0.950,0.007672
1000.0,0.950,0.036463
1000.0,0.950,0.022105
1000.0,0.950,-0.024797
1000.0,0.950,0.031108
1000.0,0.950,0.048080
1000.0,0.950,0.022902
1000.0,0.950,0.019660
1000.0,0.950,-0.026056
1000.0,0.950,0.039766
1000.0,0.950,-0.109009
1000.0,0.950,-0.018656
1000.0,0.950,-0.058413
1000.0,0.950,0.043780
1000.0,0.950,-0.022577
1000.0,0.950,0.032845
1000.0,0.950,0.036102
1000.0,0.850,-0.010658
1000.0,0.850,-0.070262
1000.0,0.850,-0.017325
1000.0,0.850,0.014856
1000.0,0.850,0.036908
1000.0,0.850,0.059502
1000.0,0.850,0.047849
1000.0,0.850,0.047569
1000.0,0.850,0.034481
1000.0,0.850,-0.043146
1000.0,0.850,0.017587
1000.0,0.850,-0.084592
1000.0,0.850,0.026643
1000.0,0.850,-0.039740
1000.0,0.850,0.000960
1000.0,0.850,-0.014488
1000.0,0.850,0.061607
1000.0,0.850,0.077599
1000.0,0.850,-0.003866
1000.0,0.850,-0.015314
1000.0,0.850,0.031304
1000.0,0.850,-0.034822
1000.0,0.850,0.068090
1000.0,0.850,0.038870
1000.0,0.850,0.053289
1000.0,0.850,0.000083
1000.0,0.850,-0.009918
1000.0,0.850,-0.005947
1000.0,0.850,0.046284
1000.0,0.850,-0.028126
1000.0,0.850,0.005169
1000.0,0.850,-0.027454
1000.0,0.850,0.057725
1000.0,0.850,0.066776
1000.0,0.850,0.008456
1000.0,0.850,0.007053
1000.0,0.850,0.062047
1000.0,0.850,0.015468
1000.0,0.850,-0.013008
1000.0,0.850,0.023980
1000.0,0.850,0.010407
1000.0,0.850,0.071521
1000.0,0.850,-0.034001
1000.0,0.850,0.046144
1000.0,0.850,-0.011399
1000.0,0.850,-0.042610
1000.0,0.850,0.066662
1000.0,0.850,-0.012584
1000.0,0.850,-0.041350
1000.0,0.850,0.020413
1000.0,0.850,-0.023387
1000.0,0.850,-0.003520
1000.0,0.850,-0.008718
1000.0,0.850,0.018968
1000.0,0.850,0.010105
1000.0,0.850,-0.035556
1000.0,0.850,0.133292
1000.0,0.850,0.006551
1000.0,0.850,0.005165
1000.0,0.850,-0.000662
1000.0,0.850,-0.066311
1000.0,0.850,0.043420
1000.0,0.850,0.031166
1000.0,0.850,0.034804
1000.0,0.850,-0.044951
1000.0,0.850,0.067210
1000.0,0.850,0.018496
1000.0,0.850,0.019113
1000.0,0.850,-0.007858
1000.0,0.850,-0.093228
1000.0,0.850,0.025475
1000.0,0.850,0.055450
1000.0,0.850,0.006451
1000.0,0.850,0.029713
1000.0,0.850,0.014315
1000.0,0.850,0.007037
1000.0,0.850,-0.010758
1000.0,0.850,0.032711
1000.0,0.850,-0.009577
1000.0,0.850,0.009311
1000.0,0.850,-0.029874
1000.0,0.850,-0.040348
1000.0,0.850,0.006322
1000.0,0.850,-0.026352
1000.0,0.850,-0.004155
1000.0,0.850,0.074766
1000.0,0.850,0.028459
1000.0,0.850,0.015104
1000.0,0.850,-0.047757
1000.0,0.850,-0.044864
1000.0,0.850,0.019573
1000.0,0.850,0.051299
1000.0,0.850,0.055709
1000.0,0.850,-0.026147
1000.0,0.850,-0.010112
1000.0,0.850,0.040504
