t,Z
1,0.00746508024869275
2,0.0029247291170923797
3,0.0031337860502252644
4,-0.0022898920314070015
5,0.0025922762467104833
6,-0.001021150010564078
7,0.0006577741396433722
8,-0.004032710891237344
9,-0.012427762465781944
10,0.0064452982057445676
11,0.004373550704392688
12,0.009527566167237768
13,-0.0003003624516063308
14,-0.003425874080152207
15,0.001538308806855948
16,-0.006650319691947502
17,-0.008558238936032119
18,0.0019700970987384992
19,-0.0004976763020371954
20,-0.00482068885216302
21,0.003801648797173716
22,-0.002302572929776563
23,0.0016675395852704966
24,0.004937015776936207
25,-0.01162702891962196
26,-0.0019465658641205153
27,0.011786565823446456
28,0.009430853126001395
29,0.0034541837479300955
30,-0.0011761400968575675
31,0.003499266716506373
32,0.002189443280143166
33,-0.004719335780044425
34,0.007311395669967453
35,0.003763817962690368
36,-0.0007855243060497675
37,0.011696404703585054
38,-0.0020051085703043105
39,0.0017082906956583878
40,0.005521168001882035
41,-0.003176585385733608
42,-0.0014604264432148374
43,-0.003879835436724912
44,0.006758084434237208
45,0.004517397335942981
46,-0.008866481495208429
47,-0.00019616861865183745
48,0.002369805582786828
49,0.0052678315137663035
50,0.001181530069025687
51,-0.005022657900637615
52,0.002822916642261113
53,0.0055771156394398246
54,0.0009446884420768598
55,0.0016917055805257953
56,-0.003012621850465047
57,0.011204796964745824
58,0.009217181890439382
59,0.008203225709086581
60,0.002327240480123116
61,-0.0008661799955708904
62,-0.002954731528224288
63,0.009387461213061207
64,0.00178393627471495
65,-0.004872163823223081
66,-0.004305606954143713
67,-0.00222157844703907
68,-0.00097907796074014
69,-0.0025852862459943273
70,0.0036415865898969282
71,-0.006092094817088452
72,0.0032619444537377975
73,-0.007446385696165168
74,-0.0030411942745223364
75,-0.0009169005364555627
76,0.010194317524834328
77,-0.004690501683733501
78,0.007646058977864296
79,0.00025645712919518003
80,-0.0036989462990265664
81,0.0032702295967169982
82,-0.0034414102940375367
83,-0.0018319139792783191
84,0.0018828799197571832
85,0.003021251366095026
86,0.007329754223791216
87,0.005349213818909942
88,-0.007179455309817762
89,0.00031013553184083164
90,-0.007874480913205728
91,-0.004034845956030981
92,-0.00042501006884331893
93,-0.0038926003206503257
94,0.0026006012802569246
95,0.001008241666704599
96,0.010377852843194688
97,0.007645181415027747
98,0.0013556799826654853
99,-0.010867202936789803
100,-0.0035623388077638475
101,0.002260925367478759
102,0.0006316621927068411
103,0.007591796447944148
104,0.006194312883956066
105,0.010719769183138848
106,0.00589966021921601
107,-0.0049368733851873885
108,0.0030300361437091894
109,0.007095747308336477
110,0.000607538313454441
111,0.0017959507704945032
112,0.007423559467109318
113,0.003115500592605596
114,0.0025313718922542884
115,-0.009450046131502684
116,-0.0026407280366694775
117,-0.006474806084166404
118,0.004659905353249841
119,-0.0003479892765394421
120,0.008899614502092099
121,-0.0017881046211685892
122,-0.004506588065620312
123,-0.0028366762929845726
124,-0.002238972021408454
125,-0.0073978896665508566
126,-0.0019062991518778195
127,-0.0030414970062374457
128,0.01231879024410297
129,-0.0017188666980053836
130,0.0035940575210214832
131,0.002592277704754853
132,-0.0012878705905784128
133,0.00015308044142006594
134,-0.006665256490413372
135,0.0016017069465368117
136,0.004035124670789028
137,-0.009760280266911146
138,0.005226080183547808
139,-0.0006362583644147967
140,-0.0010210344403241668
141,0.005150689158855215
142,0.007772239668749084
143,0.0025054763506479993
144,0.005915329821855817
145,-0.009099040371063953
146,-0.003647667923581972
147,-0.005212511461337099
148,0.007854639736471753
149,-0.000436934794743582
150,0.009944600888517936
151,0.0026656115155651427
152,0.005572372816100799
153,0.003384664397441206
154,0.011158994458985827
155,-0.0010797495455472283
156,-0.0014078499048867333
157,-0.007020869619754882
158,-0.0044417877490284235
159,0.0047184356156008
160,0.0024599197985665988
161,0.0026563893369709038
162,0.006766565794221063
163,0.0013624074843901113
164,-0.008813787336424257
165,-0.004753641392768105
166,-0.007476974333523856
167,-0.006563964085723679
168,0.0002675560315372394
169,-0.00017017907900140016
170,0.004823431617902614
171,-0.002101848392961667
172,-0.008872869598720615
173,-0.00750562445770349
174,-0.015131756243978512
175,0.0014740930215646308
176,0.0028384495980137638
177,-0.0013595295622279302
178,0.008401437493837297
179,-0.01773432278370006
180,-0.009265354075949058
181,-0.0018145858763849887
182,0.005105752588884158
183,0.005473776685620333
184,0.005961772821710287
185,0.0029809181498829497
186,0.005451905957038043
187,0.0024883474178956
188,0.01259609967519463
189,-0.009906404003044518
190,0.015296751194054005
191,-0.001567504445115251
192,-0.002058606386933084
193,0.001892612340834159
194,-0.0011460884790651616
195,0.0023763348090198025
196,0.00722236124562901
197,0.001240169356519143
198,0.00535321035875377
199,0.0012007873260594516
200,0.0064269196319408015
201,-0.008846339009281633
202,0.0020453947463620636
203,-0.0033449645708528574
204,-0.001292920821597434
205,-0.004313030454692655
206,-0.001911863418737223
207,-0.0012323427591705994
208,-0.005546688261941899
209,-0.007765687445735124
210,-0.005063005525975522
211,-0.009626799569223304
212,0.0009285966513418309
213,-0.005023584864268891
214,-0.004056387512388291
215,-0.007571880407046709
216,0.00045668587593278076
217,0.0034804012458533686
218,-0.006933251050326632
219,-0.004627882151057374
220,-0.002869647738106709
221,-0.0032354906516914817
222,0.002117199290196936
223,0.00024263936602169522
224,0.002337861856844956
225,0.011021679694626698
226,-0.0023373061744357848
227,-0.001549737643684912
228,-0.0029975731308889042
229,-0.007402136916033584
230,0.009088885386736028
231,-0.0034656936034070454
232,0.0014637805756450818
233,0.001959504650638131
234,0.006246121636599735
235,-0.006218784937593816
236,-0.004352191853177985
237,0.0007608894074223117
238,0.005152476412069902
239,-0.0005424118606948358
240,0.0014108555650729038
241,0.002846382851401117
242,-0.0031971745774419793
243,-0.011106969158658924
244,0.009338525667543696
245,0.007379874516619704
246,-0.012342593495173793
247,-0.002541633282519049
248,0.002256662718513045
249,0.005545984095953767
250,0.003433731155062656
251,-0.0025115937261282807
252,-0.005621576018291883
253,-0.009303245691663485
254,0.001159449025498347
255,-0.007108434537627942
256,-0.001512347545260342
257,0.013205881191461374
258,0.007869139105762778
259,-0.005554076622768891
260,-0.001627886395298761
261,0.0005784062375083288
262,-0.0025527239406257073
263,0.0003822231356882533
264,0.00964614238737548
265,0.006901521863144584
266,0.006050156964977464
267,-0.0020644699561167103
268,-0.005889213750758158
269,-0.0004164700141908284
270,0.004628864296163062
271,0.013428239493707963
272,-0.0023128180102375316
273,0.003167997818095394
274,0.0059078491148420835
275,0.007554173638922315
276,-0.001863046864488016
277,-0.007242226658597346
278,-0.011449625287184571
279,-0.0045967730978820585
280,0.010891931751290064
281,-0.005105523803859091
282,-0.005807897672017761
283,0.005535708755275959
284,0.0018790940322905313
285,-0.001378591334565984
286,-0.004006243451439566
287,0.0029126720869716927
288,-0.006710420580838976
289,0.0008520140651522112
290,-0.0015701973103284317
291,0.007682022392504333
292,0.0056957188354408396
293,-0.0052507998906492674
294,-0.006700290683395833
295,0.005525327313608273
296,-0.00960563765755266
297,-0.00669031408804762
298,-0.0026178757139557174
299,0.0001854599420764558
300,0.00277538101702687
301,-3.144149952297504e-5
302,0.0035618419811494387
303,0.010212833218244732
304,-0.0015172395358176783
305,0.002496336326376074
306,-0.0024260105277862996
307,-0.0002816799318098173
308,-0.001299187943702611
309,-0.0054058539495058875
310,0.005841651338494512
311,0.0050473976480613384
312,0.012477071838553488
313,-0.007078018897470564
314,-0.0014739576842944491
315,0.004015679736397893
316,-6.244852565385095e-5
317,-0.007593445522550812
318,0.0026984447144841363
319,0.0005043719790717561
320,-0.0072496765417341714
321,-0.005361506479553082
322,-0.0012194108333433817
323,0.008053179679621287
324,0.002633105422997719
325,-0.0031980317181938833
326,-0.005619885680902215
327,0.003121978219546442
328,-0.003445855742375272
329,0.0047721604994418595
330,-0.0034035178091529872
331,-0.0003207838342664182
332,0.003471763702502422
333,-0.004059414696672778
334,0.005603494223495691
335,0.0026872057064944955
336,3.172465369017274e-5
337,-0.009077939583439
338,-0.0024046477993631223
339,0.0017193283633878665
340,0.004499542064180577
341,0.0015370782268346872
342,-0.010062192013377817
343,0.004465661672585739
344,0.0014107009418051675
345,-0.002529712762195846
346,-0.005362420081644475
347,0.0016937464073431485
348,0.006753464364600728
349,-0.0008678575497467111
350,-0.012016407379904956
351,-0.005792337388924463
352,-0.005419252810006352
353,0.0022874641751737634
354,-0.00344369683282487
355,-0.00016240417295599664
356,0.0007203488420701376
357,0.0032882048925197615
358,0.0005422484736427614
359,0.007303393315982909
360,0.0003383766134679256
361,0.00044910997319716375
362,-0.004707303884254062
363,0.007839508459098834
364,0.006852775621172782
365,0.0027370117252129055
366,-0.002403273127877359
367,0.013456498331683555
368,0.004936340546147999
369,-0.0015716024512289462
370,-0.006209717318993411
371,0.0069638983007211585
372,0.008761037665205116
373,0.0064564639019111785
374,0.011222756522131797
375,0.0016791144811537785
376,0.008576041464451496
377,0.006347163689153295
378,-0.009151201169091303
379,0.012915966610940419
380,0.015909438777447438
381,0.0016569486480056562
382,-0.008889618671260226
383,-0.002281495164699967
384,0.005474486781602437
385,-0.005008368276336821
386,0.0021188693923580716
387,-0.0011818577360383476
388,0.0031353262372216762
389,-0.0018950795660189535
390,0.0021226644153870566
391,0.003251130794219019
392,0.0005308354172894525
393,0.005819409419185533
394,-0.0054424529366530194
395,-0.0017099142904282694
396,0.0023972888095036816
397,0.0035877640682518575
398,-0.0006087470837720233
399,0.0015613556691580933
400,0.001072099377539022
401,-0.00537901254070655
402,0.0030749235945375197
403,-0.005871468491216518
404,-0.006490907515537119
405,0.0035010195729856266
406,0.004138190551099363
407,-0.004627909134896262
408,-0.014017875912331102
409,0.0067463495600576275
410,0.002145963926621146
411,0.0004495956649546251
412,0.004286491222516365
413,0.004342861879804776
414,0.005306277605705301
415,0.004571091182892264
416,0.00512197471472005
417,-0.01273632259687389
418,-0.0018539077876775333
419,0.0011310934953378648
420,-0.0027611185010470505
421,-0.0021694472278043263
422,0.006009493109599262
423,-0.006665136578532689
424,0.0015976918056625777
425,0.009122566642096003
426,-0.003764644722156394
427,-0.004870770666838826
428,-0.0040125001097988024
429,-0.0015097595058227765
430,-0.0006046600493630461
431,0.0027280463611337245
432,0.005334567635644145
433,0.010128818962760935
434,-0.002341729682083242
435,-0.00015586663803889068
436,0.010162938993130873
437,-0.0020237778766694524
438,-0.006770774227296715
439,-0.0029005369871123766
440,-0.0034448404269809794
441,0.009188690026056162
442,0.002688077814157879
443,0.003930152422351903
444,0.0017552482375084821
445,0.0019888598607173515
446,-0.0022041260117514126
447,-0.003798020246488756
448,0.0005161915705902231
449,-0.0010883736474914852
450,-0.0059690897757122136
451,0.007303699601081526
452,-0.008712038705411755
453,-0.007345159027395916
454,0.0023171329769024495
455,-0.002625982969703271
456,0.012624526658933011
457,0.0011436481204196625
458,0.007096167564727835
459,0.008875093399405447
460,-0.004229495269966081
461,-0.0008196828261560363
462,-0.0033439244033876747
463,-0.005531338670191763
464,0.00338571636524744
465,0.0046600218279823835
466,-0.00685147244507669
467,-0.009051352679698975
468,-0.002052832404472662
469,0.006778255955164934
470,-0.0007002667648359662
471,0.0005541079965547092
472,0.0037984151840455382
473,-0.002807747244566521
474,-0.011142769102535439
475,-0.00847703316721944
476,0.0051290373171872265
477,-0.007450127495212842
478,-0.0017374384030292324
479,0.005951605387836434
480,-0.0020497985089353945
481,0.005660006073365924
482,-0.003803912164284178
483,0.004572791614095113
484,-0.002121256429291085
485,-0.0010057653725618553
486,0.0048274089661271445
487,0.0001111057737366572
488,-0.011901092656766981
489,-0.0006103163582904703
490,0.0022177479774101627
491,-0.009581676204092107
492,-0.010291921359898808
493,0.0029410287183135966
494,0.005387327376432438
495,-0.0002729042075769961
496,-0.000530173439490147
497,0.0010925262982748585
498,0.0023848519725383354
499,0.003090401238755902
500,0.005982178027794429
501,0.0018363856024002168
502,0.008606717026684656
503,0.00048713740209192834
504,-0.0004642331097773056
505,-0.007310886966474088
506,-0.009108773702818374
507,-0.0022194923247651844
508,-0.0004434219618710067
509,0.00628893586263036
510,0.003026307857462065
511,0.010926846888274167
512,-0.0014642632035152126
513,-0.003402241377570947
514,0.008732404787216038
515,-0.0038847201765869334
516,0.006051829759949801
517,-0.0034309786038115232
518,-0.008015984031679465
519,0.0005175188969712785
520,0.009965165208184405
521,0.005706202380391616
522,-0.0018386215257616635
523,-0.0003494445144054925
524,-0.006639035312508099
525,-0.002126748004229446
526,-0.005769506759759056
527,-0.004468609113537925
528,0.0025195507064678323
529,-0.00021838996730378035
530,-0.008865443717692153
531,-0.001497093684628652
532,0.0023422486457618775
533,-0.0031975337989692057
534,-0.00509643925141412
535,-0.008429723821969253
536,-5.955973176572371e-5
537,0.0011846758362854893
538,0.007385483538024235
539,-0.000875117755850674
540,-0.002815653552042594
541,-0.010322861235574026
542,0.0006848442512036535
543,0.0005729342928537484
544,0.0077674196792623645
545,0.013557358670836878
546,0.008080048196858645
547,0.0001747334898754005
548,-0.002668350425697614
549,0.0034692905106716767
550,0.0003062153139800472
551,-0.0063725559292053015
552,-0.011273057706188477
553,-0.009823939832268218
554,0.000443598304521462
555,-0.004478396899883306
556,0.0035427376378400943
557,-0.015257522733857646
558,0.001990819086792062
559,-0.0018099082141791545
560,0.007496348516991187
561,-0.004539207792713471
562,-0.011851038418691432
563,0.008407125359972305
564,0.008947028157020984
565,-0.0036203526595596004
566,-0.0042825316030854575
567,-0.0019380996836098063
568,0.005429122229515695
569,0.004199138293196576
570,-0.0009602522193700303
571,0.005991298693467578
572,0.004882470502048584
573,0.0036551303677278034
574,-0.005865154159535262
575,3.049369397592372e-5
576,0.008556900343526408
577,-0.006102744236826947
578,0.009762085728243637
579,0.004020181228599285
580,0.004854062323066479
581,-0.003335173429513594
582,0.005008883478219932
583,-0.008989549375431337
584,-0.003657363029951197
585,0.006963594321892668
586,-0.015206709971713446
587,-0.008366861899313278
588,0.008838169578827255
589,0.006242279554767567
590,-0.004233051847983749
591,-0.007519273004299221
592,-0.0008356200562786054
593,-0.0014391285880784644
594,0.005026333977656101
595,-3.509049901019523e-5
596,-0.00039171807372874847
597,0.007569460804967871
598,-0.007725200799758945
599,0.006402782741502051
600,0.001557976609015146
601,-0.005749342613237278
602,0.004209782550628347
603,-0.0044009514970459575
604,-0.008778240818916734
605,0.0014233068989767618
606,0.0031892489246826373
607,0.002354308955711115
608,0.00010920051546111864
609,-0.0060978421287838196
610,0.00477134555246245
611,0.006178188797793016
612,0.0004455082160990465
613,-0.00014107500948186137
614,-0.002204034484416546
615,-0.006540839322798569
616,0.0003185743798430885
617,0.00681089251148915
618,0.00014743395730949517
619,4.786833062119911e-5
620,-0.004140908835236923
621,-0.007043761322388855
622,0.004061324680785052
623,0.005975786612123137
624,-0.0013832743743105614
625,0.00791459263843068
626,-0.0043906249263260385
627,-0.0037794875341901958
628,8.67207509819501e-5
629,-0.000853210574648875
630,-0.0024282634911380985
631,0.0013356317400256934
632,-0.0025601077434486363
633,0.007239580943616755
634,0.004331935820251154
635,-0.005954422816407226
636,0.0020933234534836133
637,0.007252122860453021
638,-0.004481728685435451
639,0.001609912128642197
640,0.0035348993560573305
641,0.0036793728276874127
642,0.006504964689235511
643,-0.010508677060921423
644,0.005474201646305925
645,0.006684843874033622
646,-0.0033189984563455435
647,-0.005948675111957576
648,-0.00059831258529365
649,-0.0011622917098234352
650,-0.003365049351445073
651,-0.009829039128129588
652,0.010352125003316122
653,0.001707578389490898
654,0.00228228426620797
655,0.001974561732819673
656,-0.0009832586781361474
657,-0.003500671274431859
658,0.00016237706171404298
