t,Z,Z_std
1,0.09045645933014361,0.0652208452269521
2,0.09156172248803837,0.06634330106955975
3,0.08926315789473692,0.06337182960761632
4,0.0896736842105264,0.06458797687702973
5,0.09107559808612448,0.06634713059773126
6,0.09085263157894745,0.06531457919123324
7,0.09015215311004793,0.06519147743704566
8,0.0897291866028709,0.06655207178630708
9,0.09212344497607663,0.06652048235147094
10,0.090665071770335,0.06598126296958035
11,0.09003540669856468,0.06449384974829957
12,0.09052153110047854,0.0649079421616516
13,0.09002296650717713,0.06538784359083973
14,0.09171291866028716,0.06626083497637589
15,0.09209665071770343,0.06684481340930222
16,0.09021339712918668,0.06610368569377915
17,0.0902315789473685,0.06582711012675374
18,0.09023444976076563,0.06474793317523281
19,0.09056650717703356,0.06640771480656942
20,0.08999234449760772,0.06415560873714406
21,0.0907607655502393,0.06700461968211077
22,0.09064784688995223,0.0653001980165716
23,0.0908181818181819,0.06560414765162088
24,0.09106602870813406,0.06604374990545797
25,0.09019425837320583,0.0642623665640482
26,0.0919004784688996,0.06590238928822713
27,0.09148229665071779,0.06615181004972992
28,0.08980574162679433,0.06459249479999943
29,0.09156650717703356,0.06802584942472986
30,0.0920296650717704,0.06791226771078351
31,0.09034258373205749,0.06680177669594639
32,0.09064784688995223,0.06551358715061488
33,0.09152153110047855,0.06703867467731504
34,0.09103827751196181,0.0648395157180505
35,0.09207081339712926,0.06643235709361306
36,0.09099138755980869,0.06534420092535236
37,0.09235980861244027,0.0676305336472071
38,0.09012822966507185,0.06455060908418696
39,0.09168612440191395,0.06655902721832588
40,0.09158373205741635,0.06647113047826539
41,0.0910315789473685,0.06632196132754929
42,0.09113014354066992,0.06604252638359458
43,0.09240000000000007,0.06818435539664652
44,0.0930937799043063,0.06985784118763808
45,0.09236842105263166,0.06756226764900576
46,0.09255119617224888,0.0686839430768492
47,0.09187846889952161,0.06681051112314575
48,0.09707942583732065,0.07488511032399219
49,0.09530813397129193,0.0713673778338329
50,0.09448803827751204,0.0715721141301181
51,0.09133110047846897,0.06683512356349469
52,0.09310239234449769,0.06766739039100558
53,0.10094066985645939,0.07806842763879766
54,0.09722679425837327,0.07317776851695537
55,0.10647177033492829,0.08428563751735495
56,0.10779808612440198,0.08470757165299567
57,0.10663349282296658,0.08449543487429784
58,0.11221626794258377,0.08909677859167997
59,0.11420287081339718,0.09145942962221242
60,0.12597320574162682,0.09997538821020066
61,0.12780861244019143,0.10296012160880876
62,0.1369971291866029,0.11047230179354135
63,0.13964306220095693,0.11023183121057602
64,0.14795023923444975,0.11925226358566228
65,0.1456574162679426,0.11610956295687896
66,0.15160191387559807,0.11962104806859501
67,0.1565253588516746,0.1211474370947015
68,0.17554258373205736,0.1350072830491856
69,0.17335502392344493,0.13022638659058056
70,0.17665454545454537,0.13310264478735873
71,0.18995598086124393,0.14165883956399578
72,0.19262679425837312,0.1398714425265579
73,0.1989933014354066,0.14278132660146992
74,0.20917033492822956,0.14638093321766033
75,0.2090803827751195,0.14794433868028548
76,0.21914545454545445,0.1526813365070623
77,0.240892822966507,0.16083656897173942
78,0.24106315789473665,0.1598084318616208
79,0.2580985645933012,0.16544241485099395
80,0.26345167464114805,0.16764267933275367
81,0.28582966507177,0.17423334237253846
82,0.3019244019138752,0.17853102431159057
83,0.31743157894736795,0.18602692225362222
84,0.3254315789473679,0.18308142014493328
85,0.33529090909090853,0.18571552679001685
86,0.36195598086124336,0.19162589569679375
87,0.3673980861244013,0.19051910862848995
88,0.3927224880382767,0.1947270956390981
89,0.40436555023923354,0.19605260333521632
90,0.4494622009569366,0.20589185993588532
91,0.470871770334927,0.20455633127278774
92,0.4935511961722475,0.20457275847895165
93,0.5212822966507165,0.20562967883688205
94,0.5630440191387548,0.20564777457192523
95,0.6018392344497597,0.20460827179232893
96,0.6607282296650709,0.19879738059277202
97,0.6935933014354059,0.19181395042596766
98,0.7515416267942581,0.18148172427445636
99,0.816853588516747,0.1623595845503733
100,0.900611483253591,0.12668828421604048
101,0.9971502392344544,0.024027611716932053
102,1.0000000000000047,4.441114159760284e-16
103,1.0000000000000047,4.441114159760284e-16
104,1.0000000000000047,4.441114159760284e-16
105,1.0000000000000047,4.441114159760284e-16
106,1.0000000000000047,4.441114159760284e-16
107,1.0000000000000047,4.441114159760284e-16
108,1.0000000000000047,4.441114159760284e-16
109,1.0000000000000047,4.441114159760284e-16
110,1.0000000000000047,4.441114159760284e-16
