t,Z,Z_std
1,0.6666880701754384,0.024246969300688058
2,0.6664694736842104,0.023702060766641983
3,0.6661512280701753,0.02347245047751741
4,0.6667221052631578,0.024251865960330306
5,0.6668519298245612,0.02448300292388567
6,0.6669912280701753,0.025128508771105434
7,0.6668105263157893,0.024353641698993903
8,0.6666385964912279,0.024131134977537674
9,0.666476140350877,0.024077452819377503
10,0.6665673684210524,0.024004867560140995
11,0.6665438596491227,0.023779734091970307
12,0.6666828070175438,0.02398420821514114
13,0.6668477192982455,0.024767138314987804
14,0.6667985964912279,0.023848709050352752
15,0.6669080701754385,0.024715862294749716
16,0.6663382456140349,0.023637400733208778
17,0.6663866666666665,0.02363567985802193
18,0.6669501754385964,0.02450649237159006
19,0.666335438596491,0.0238628774625501
20,0.6671284210526314,0.02487303718304582
21,0.6672947368421049,0.025318206500113013
22,0.6663624561403507,0.02404404465142114
23,0.666295438596491,0.023518484264989137
24,0.666914385964912,0.024765517141186418
25,0.6662389473684208,0.023914304170621164
26,0.6668003508771928,0.02491502097581397
27,0.6667733333333331,0.0241079435113537
28,0.6665277192982454,0.023953451388393013
29,0.6667329824561402,0.024000056779488993
30,0.6667371929824559,0.024044329597020582
31,0.6666873684210525,0.024168998167148185
32,0.6666035087719296,0.023921365987793528
33,0.6666073684210524,0.023584776969212736
34,0.6663884210526314,0.023782539399916237
35,0.6668810526315788,0.024635801237464502
36,0.6665638596491226,0.023618120229326495
37,0.6665550877192981,0.025107784686080912
38,0.6668536842105262,0.02430651146650128
39,0.6664343859649121,0.023707664238676155
40,0.6666936842105261,0.024384897247118727
41,0.6666543859649122,0.02374732806517145
42,0.6667638596491227,0.02384027830933666
43,0.6666021052631577,0.023730049298019515
44,0.6670087719298244,0.02455325441229942
45,0.6667789473684208,0.024367302933660597
46,0.6672817543859647,0.024943055706464417
47,0.6667203508771927,0.024232594974546953
48,0.6668501754385963,0.024205879005371987
49,0.6666592982456139,0.024417457469746964
50,0.6667070175438594,0.02398056018221325
51,0.6669621052631577,0.024418620960643886
52,0.6667803508771928,0.023833309516134014
53,0.6664175438596489,0.023973060458233206
54,0.6663084210526314,0.024054512685098464
55,0.6673677192982453,0.025078218870718646
56,0.6670392982456138,0.024547619205083072
57,0.6665396491228069,0.02421867489755473
58,0.6667224561403507,0.02480045150809207
59,0.66661649122807,0.023837014738972574
60,0.6670031578947366,0.02453135786566571
61,0.6665614035087718,0.024136125645935043
62,0.6668715789473681,0.024619158289709668
63,0.6669747368421051,0.025107613636004878
64,0.6667298245614034,0.024189471832325154
65,0.6667101754385963,0.024418100554815213
66,0.6663859649122805,0.023710723680245648
67,0.667158596491228,0.02457770147612892
68,0.6668512280701753,0.024436344140824916
69,0.6667059649122805,0.02427975427273133
70,0.6669442105263156,0.024487184510455708
71,0.6671101754385963,0.02480287810372337
72,0.6669603508771927,0.02431852289129536
73,0.6672722807017543,0.024910167784114645
74,0.6665228070175437,0.02392518564822693
75,0.6667589473684209,0.024231106789831713
76,0.6674596491228068,0.025482140170115065
77,0.6672778947368418,0.024818815925727503
78,0.6661066666666665,0.02294790631928096
79,0.6670305263157892,0.024944432015611414
80,0.6680108771929821,0.026170381290225503
81,0.6668743859649121,0.023981003694938573
82,0.6692929824561401,0.028014774827681395
83,0.6664866666666664,0.02371162419030317
84,0.6700466666666663,0.028208085813875787
85,0.6747224561403504,0.03283125071033751
86,0.6691505263157892,0.026872805109811576
87,0.6789719298245608,0.03639804428759219
88,0.6903824561403499,0.04569987640257096
89,0.7585919298245576,0.06814648812803191
90,0.8395659649122735,0.08286112766158178
91,0.9871382456140222,0.03180581150195813
92,0.9999999999999869,1.110278539940071e-16
93,0.9999999999999869,1.110278539940071e-16
94,0.9999999999999869,1.110278539940071e-16
95,0.9999999999999869,1.110278539940071e-16
96,0.9999999999999869,1.110278539940071e-16
97,0.9999999999999869,1.110278539940071e-16
98,0.9999999999999869,1.110278539940071e-16
99,0.9999999999999869,1.110278539940071e-16
100,0.9999999999999869,1.110278539940071e-16
