t,M
1,0.3009544429051094
2,0.019289743814363398
3,0.05026204873336839
4,0.23412014008777596
5,0.012186722397390576
6,-0.06677623042388353
7,0.07530994584400055
8,0.06245335519856237
9,0.031576313241283765
10,0.08598727327591367
11,0.07885936091722787
12,0.21157596647296095
13,0.39039160667495193
14,0.23927313216820437
15,-0.05615001880493575
16,0.06577016768153
17,0.2653760648834243
18,-0.033746578644657375
19,0.041462923566822824
20,-0.10544901470550078
21,0.24354071270738514
22,0.1710732789189698
23,-0.05377765822467257
24,0.006192866799647134
25,0.14571231407806381
26,0.11742995759918347
27,0.16113849015476914
28,0.092491762789209
29,0.31122189748732226
30,-0.20878113628319395
31,0.33033226214834893
32,0.24799939685875
33,0.23423720685595023
34,0.21017378031644363
35,-0.007978739182949232
36,0.10012178207613097
37,-0.0531590512270322
38,0.007526098165901865
39,-0.02861064718773459
40,0.14243529993536833
41,0.12349402487755409
42,0.028174802925692015
43,0.3257813176520242
44,-0.20199401882404922
45,0.241262265228343
46,0.2374732208269104
47,-0.028830992560251307
48,-0.05484010305372241
49,0.22268765663725226
50,0.2747029704905842
51,0.11784652996569085
52,0.34956394902145466
53,0.16335522181861076
54,0.2539635493577263
55,0.09717967654510974
56,0.07378683484520576
57,0.05984613333851787
58,0.06883172904580637
59,0.243360391435842
60,0.2262619717570083
61,-0.16961235723404533
62,0.2705312549908448
63,0.1773847833831532
64,-0.021889777396218033
65,-0.25513654149227
66,0.2810714626892246
67,-0.021210549847555427
68,0.12779887683198685
69,0.0997673319207174
70,0.003664873163297757
71,0.1180247328661858
72,-0.06677194432882616
73,0.09751862000464177
74,0.4015904147650673
75,0.0400760364997826
76,-0.11804002021394783
77,0.2106476577836658
78,0.21882818854814304
79,0.12912704845007944
80,0.11847448824427603
81,0.05836948636822454
82,0.16916975637335355
83,0.1781795017211412
84,0.13125090255320862
85,0.2989261572970473
86,-0.27120604562186146
87,0.17277771970531516
88,-0.08895412837464312
89,-0.19669655442079562
90,-0.2390013965157863
91,0.03920378136760153
92,0.2797115529792557
93,0.038175894587533704
94,0.10672323523805032
95,-0.019218286107565076
96,-0.0844543173077743
97,0.043876319064955656
98,0.12617821532422868
99,-0.011322432043720927
100,-0.025175826887838045
101,-0.027227905267502843
102,-0.01719849394703279
103,0.2784001819844494
104,0.1618137259891227
105,0.040485414202553714
106,0.16570854200412466
107,-0.010304117651129308
108,0.2849345402928803
109,0.15201134677699352
110,-0.02289932934729636
111,0.1127561434081767
112,0.2784515555927442
113,0.13270952485631232
114,0.07683825688181681
115,0.09600773973813867
116,-0.012195115522696738
117,0.20764880205939146
118,0.09104099920322982
119,0.1313737055686652
120,0.07847255579366011
121,0.008402732843158869
122,-0.14744187252522642
123,0.1667403594236791
124,0.07717828737497746
125,-0.13720031286959206
126,0.05192643700325232
127,0.17674419484672252
128,0.11877738271082988
129,0.09471068907359528
130,-0.0015456304117275846
131,0.20038385235162254
132,0.12369084317029828
133,0.1957817482200949
134,0.07382593670636176
135,0.11658258342021523
136,0.051869993820685065
137,0.10071186216292403
138,0.3119766903032688
139,0.11323219297437492
140,0.16666606764070116
141,0.2056861257861125
142,0.07623720008620165
143,0.2025941638356767
144,-0.07602889352194164
145,0.06998972770316267
146,0.23139273628828338
