final,best,alpha
-65.22675323486328,-764.1002197265625,23
67.11554718017578,-719.0245971679688,26
-86.6302261352539,-754.2349853515625,22
-17.308496475219727,-722.9688720703125,23
-176.02450561523438,-858.6389770507812,21
