final,best,alpha
-65.22675323486328,-753.349853515625,39
67.11554718017578,-737.0389404296875,45
-86.6302261352539,-860.2984619140625,37
-753.5549926757812,-755.9287109375,39
-746.885498046875,-810.528076171875,36
