final,best,alpha
-65.22675323486328,-821.3113403320312,41
67.11554718017578,-770.8569946289062,41
-86.6302261352539,-844.1900024414062,38
-17.308496475219727,-788.6976318359375,41
-687.0427856445312,-810.528076171875,36
