final,best,alpha
-657.9649658203125,-890.4921264648438,12
-588.2076416015625,-674.30517578125,15
-571.442626953125,-711.636474609375,10
-760.5623168945312,-790.9743041992188,34
-687.0427856445312,-825.1884765625,34
