final,best,alpha
-615.6510009765625,-819.1499633789062,97
-649.6700439453125,-674.30517578125,150
-441.991943359375,-736.4343872070312,101
-755.9287109375,-755.9287109375,173
-760.31494140625,-792.21337890625,162
