Step,BestEnergy
98,-495.09999999999945
99,-495.09999999999945
100,-495.09999999999945
101,-495.09999999999945
102,-495.09999999999945
103,-495.09999999999945
104,-495.09999999999945
105,-495.09999999999945
106,-495.09999999999945
107,-495.09999999999945
108,-495.09999999999945
109,-495.09999999999945
110,-495.09999999999945
111,-495.09999999999945
112,-495.09999999999945
113,-495.09999999999945
114,-495.09999999999945
115,-495.09999999999945
116,-495.09999999999945
117,-495.09999999999945
118,-495.09999999999945
119,-495.09999999999945
120,-495.09999999999945
121,-495.09999999999945
122,-495.09999999999945
123,-495.09999999999945
124,-495.09999999999945
125,-495.09999999999945
126,-495.09999999999945
127,-495.09999999999945
128,-495.09999999999945
129,-495.09999999999945
130,-495.09999999999945
131,-495.09999999999945
132,-495.09999999999945
133,-495.09999999999945
134,-495.09999999999945
135,-495.09999999999945
136,-495.09999999999945
137,-495.09999999999945
138,-495.09999999999945
139,-495.09999999999945
140,-495.09999999999945
141,-495.09999999999945
142,-495.09999999999945
143,-495.09999999999945
144,-495.09999999999945
145,-495.09999999999945
146,-495.09999999999945
147,-495.09999999999945
148,-495.09999999999945
149,-495.09999999999945
150,-495.09999999999945
151,-495.09999999999945
152,-495.09999999999945
153,-495.09999999999945
154,-495.09999999999945
155,-495.09999999999945
156,-495.09999999999945
157,-495.09999999999945
158,-495.09999999999945
159,-495.09999999999945
160,-495.09999999999945
161,-495.09999999999945
162,-495.09999999999945
163,-495.09999999999945
164,-495.09999999999945
165,-495.09999999999945
166,-495.09999999999945
167,-495.09999999999945
168,-495.09999999999945
169,-495.09999999999945
170,-495.09999999999945
171,-495.09999999999945
172,-495.09999999999945
173,-495.09999999999945
174,-495.09999999999945
175,-495.09999999999945
176,-495.09999999999945
177,-495.09999999999945
178,-495.09999999999945
179,-495.09999999999945
180,-495.09999999999945
181,-495.09999999999945
182,-495.09999999999945
183,-495.09999999999945
184,-495.09999999999945
185,-495.09999999999945
186,-495.09999999999945
187,-495.09999999999945
188,-495.09999999999945
189,-495.09999999999945
190,-495.09999999999945
191,-495.09999999999945
192,-495.09999999999945
193,-495.09999999999945
194,-495.09999999999945
195,-495.09999999999945
196,-495.09999999999945
197,-495.09999999999945
198,-495.09999999999945
199,-495.09999999999945
200,-495.09999999999945
201,-495.09999999999945
202,-495.09999999999945
203,-495.09999999999945
204,-495.09999999999945
205,-495.09999999999945
206,-495.09999999999945
207,-495.09999999999945
208,-495.09999999999945
209,-495.09999999999945
210,-495.09999999999945
211,-495.09999999999945
212,-495.09999999999945
213,-495.09999999999945
214,-495.09999999999945
215,-495.09999999999945
216,-495.09999999999945
217,-495.09999999999945
218,-495.09999999999945
219,-495.09999999999945
220,-495.09999999999945
221,-495.09999999999945
222,-495.09999999999945
223,-495.09999999999945
224,-495.09999999999945
225,-495.09999999999945
226,-495.09999999999945
227,-495.09999999999945
228,-495.09999999999945
229,-495.09999999999945
230,-495.09999999999945
231,-495.09999999999945
232,-495.09999999999945
233,-495.09999999999945
234,-495.09999999999945
235,-495.09999999999945
236,-495.09999999999945
237,-495.09999999999945
238,-495.09999999999945
239,-495.09999999999945
240,-495.09999999999945
241,-495.09999999999945
242,-495.09999999999945
243,-495.09999999999945
244,-495.09999999999945
245,-495.09999999999945
246,-495.09999999999945
247,-495.09999999999945
248,-495.09999999999945
249,-495.09999999999945
250,-495.09999999999945
251,-495.09999999999945
252,-495.09999999999945
253,-495.09999999999945
254,-495.09999999999945
255,-495.09999999999945
256,-495.09999999999945
257,-495.09999999999945
258,-495.09999999999945
259,-495.09999999999945
260,-495.09999999999945
261,-495.09999999999945
262,-495.09999999999945
263,-495.09999999999945
264,-495.09999999999945
265,-495.09999999999945
266,-495.09999999999945
267,-495.09999999999945
268,-495.09999999999945
269,-495.09999999999945
270,-495.09999999999945
271,-495.09999999999945
272,-495.09999999999945
273,-495.09999999999945
274,-495.09999999999945
275,-495.09999999999945
276,-495.09999999999945
277,-495.09999999999945
278,-495.09999999999945
279,-495.09999999999945
280,-495.09999999999945
281,-495.09999999999945
282,-495.09999999999945
283,-495.09999999999945
284,-495.09999999999945
285,-495.09999999999945
286,-495.09999999999945
287,-495.09999999999945
288,-495.09999999999945
289,-495.09999999999945
290,-495.09999999999945
291,-495.09999999999945
292,-495.09999999999945
293,-495.09999999999945
294,-495.09999999999945
295,-495.09999999999945
296,-495.09999999999945
297,-495.09999999999945
298,-495.09999999999945
299,-495.09999999999945
300,-495.09999999999945
301,-495.09999999999945
302,-495.09999999999945
303,-495.09999999999945
304,-495.09999999999945
305,-495.09999999999945
306,-495.09999999999945
307,-495.09999999999945
308,-495.09999999999945
309,-495.09999999999945
310,-495.09999999999945
311,-495.09999999999945
312,-495.09999999999945
313,-495.09999999999945
314,-495.09999999999945
315,-495.09999999999945
316,-495.09999999999945
317,-495.09999999999945
318,-495.09999999999945
319,-495.09999999999945
320,-495.09999999999945
321,-495.09999999999945
322,-495.09999999999945
323,-495.09999999999945
324,-495.09999999999945
325,-495.09999999999945
326,-495.09999999999945
327,-495.09999999999945
328,-495.09999999999945
329,-495.09999999999945
330,-495.09999999999945
331,-495.09999999999945
332,-495.09999999999945
333,-495.09999999999945
334,-495.09999999999945
335,-495.09999999999945
336,-495.09999999999945
337,-495.09999999999945
338,-495.09999999999945
339,-495.09999999999945
340,-495.09999999999945
341,-495.09999999999945
342,-495.09999999999945
343,-495.09999999999945
344,-495.09999999999945
345,-495.09999999999945
346,-495.09999999999945
347,-495.09999999999945
348,-495.09999999999945
349,-495.09999999999945
350,-495.09999999999945
351,-495.09999999999945
352,-495.09999999999945
353,-495.09999999999945
354,-495.09999999999945
355,-495.09999999999945
356,-495.09999999999945
357,-495.09999999999945
358,-495.09999999999945
359,-495.09999999999945
360,-495.09999999999945
361,-495.09999999999945
362,-495.09999999999945
363,-495.09999999999945
364,-495.09999999999945
365,-495.09999999999945
366,-495.09999999999945
367,-495.09999999999945
368,-495.09999999999945
369,-495.09999999999945
370,-495.09999999999945
371,-495.09999999999945
372,-495.09999999999945
373,-495.09999999999945
374,-495.09999999999945
375,-495.09999999999945
376,-495.09999999999945
377,-495.09999999999945
378,-495.09999999999945
379,-495.09999999999945
380,-495.09999999999945
381,-495.09999999999945
382,-495.09999999999945
383,-495.09999999999945
384,-495.09999999999945
385,-495.09999999999945
386,-495.09999999999945
387,-495.09999999999945
388,-495.09999999999945
389,-495.09999999999945
390,-495.09999999999945
391,-495.09999999999945
392,-495.09999999999945
393,-495.09999999999945
394,-495.09999999999945
395,-495.09999999999945
396,-495.09999999999945
397,-495.09999999999945
398,-495.09999999999945
399,-495.09999999999945
400,-495.09999999999945
401,-495.09999999999945
402,-495.09999999999945
403,-495.09999999999945
404,-495.09999999999945
405,-495.09999999999945
406,-495.09999999999945
407,-495.09999999999945
408,-495.09999999999945
409,-495.09999999999945
410,-495.09999999999945
411,-495.09999999999945
412,-495.09999999999945
413,-495.09999999999945
414,-495.09999999999945
415,-495.09999999999945
416,-495.09999999999945
417,-495.09999999999945
418,-495.09999999999945
419,-495.09999999999945
420,-495.09999999999945
421,-495.09999999999945
422,-495.09999999999945
423,-495.09999999999945
424,-495.09999999999945
425,-495.09999999999945
426,-495.09999999999945
427,-495.09999999999945
428,-495.09999999999945
429,-495.09999999999945
430,-495.09999999999945
431,-495.09999999999945
432,-495.09999999999945
433,-495.09999999999945
434,-495.09999999999945
435,-495.09999999999945
436,-495.09999999999945
437,-495.09999999999945
438,-495.09999999999945
439,-495.09999999999945
440,-495.09999999999945
441,-495.09999999999945
442,-495.09999999999945
443,-495.09999999999945
444,-495.09999999999945
445,-495.09999999999945
446,-495.09999999999945
447,-495.09999999999945
448,-495.09999999999945
449,-495.09999999999945
450,-495.09999999999945
451,-495.09999999999945
452,-495.09999999999945
453,-495.09999999999945
454,-495.09999999999945
455,-495.09999999999945
456,-495.09999999999945
457,-495.09999999999945
458,-495.09999999999945
459,-495.09999999999945
460,-495.09999999999945
461,-495.09999999999945
462,-495.09999999999945
463,-495.09999999999945
464,-495.09999999999945
465,-495.09999999999945
466,-495.09999999999945
467,-495.09999999999945
468,-495.09999999999945
469,-495.09999999999945
470,-495.09999999999945
471,-495.09999999999945
472,-495.09999999999945
473,-495.09999999999945
474,-495.09999999999945
475,-495.09999999999945
476,-495.09999999999945
477,-495.09999999999945
478,-495.09999999999945
479,-495.09999999999945
480,-495.09999999999945
481,-495.09999999999945
482,-495.09999999999945
483,-495.09999999999945
484,-495.09999999999945
485,-495.09999999999945
486,-495.09999999999945
487,-495.09999999999945
488,-495.09999999999945
489,-495.09999999999945
490,-495.09999999999945
491,-495.09999999999945
492,-495.09999999999945
493,-495.09999999999945
494,-495.09999999999945
495,-495.09999999999945
496,-495.09999999999945
497,-495.09999999999945
498,-495.09999999999945
499,-495.09999999999945
500,-495.09999999999945
501,-495.09999999999945
502,-495.09999999999945
503,-495.09999999999945
504,-495.09999999999945
505,-495.09999999999945
506,-495.09999999999945
507,-495.09999999999945
508,-495.09999999999945
509,-495.09999999999945
510,-495.09999999999945
511,-495.09999999999945
512,-495.09999999999945
513,-495.09999999999945
514,-495.09999999999945
515,-495.09999999999945
516,-495.09999999999945
517,-495.09999999999945
518,-495.09999999999945
519,-495.09999999999945
520,-495.09999999999945
521,-495.09999999999945
522,-495.09999999999945
523,-495.09999999999945
524,-495.09999999999945
525,-495.09999999999945
526,-495.09999999999945
527,-495.09999999999945
528,-495.09999999999945
529,-495.09999999999945
530,-495.09999999999945
531,-495.09999999999945
532,-495.09999999999945
533,-495.09999999999945
534,-495.09999999999945
535,-495.09999999999945
536,-495.09999999999945
537,-495.09999999999945
538,-495.09999999999945
539,-495.09999999999945
540,-495.09999999999945
541,-495.09999999999945
542,-495.09999999999945
543,-495.09999999999945
544,-495.09999999999945
545,-495.09999999999945
546,-495.09999999999945
547,-495.09999999999945
548,-495.09999999999945
549,-495.09999999999945
550,-495.09999999999945
551,-495.09999999999945
552,-495.09999999999945
553,-495.09999999999945
554,-495.09999999999945
555,-495.09999999999945
556,-495.09999999999945
557,-495.09999999999945
558,-495.09999999999945
559,-495.09999999999945
560,-495.09999999999945
561,-495.09999999999945
562,-495.09999999999945
563,-495.09999999999945
564,-495.09999999999945
565,-495.09999999999945
566,-495.09999999999945
567,-495.09999999999945
568,-495.09999999999945
569,-495.09999999999945
570,-495.09999999999945
571,-495.09999999999945
572,-495.09999999999945
573,-495.09999999999945
574,-495.09999999999945
575,-495.09999999999945
576,-495.09999999999945
577,-495.09999999999945
578,-495.09999999999945
579,-495.09999999999945
580,-495.09999999999945
581,-495.09999999999945
582,-495.09999999999945
583,-495.09999999999945
584,-495.09999999999945
585,-495.09999999999945
586,-495.09999999999945
587,-495.09999999999945
588,-495.09999999999945
589,-495.09999999999945
590,-495.09999999999945
591,-495.09999999999945
592,-495.09999999999945
593,-495.09999999999945
594,-495.09999999999945
595,-495.09999999999945
596,-495.09999999999945
597,-495.09999999999945
598,-495.09999999999945
599,-495.09999999999945
600,-495.09999999999945
601,-495.09999999999945
602,-495.09999999999945
603,-495.09999999999945
604,-495.09999999999945
605,-495.09999999999945
606,-495.09999999999945
607,-495.09999999999945
608,-495.09999999999945
609,-495.09999999999945
610,-495.09999999999945
611,-495.09999999999945
612,-495.09999999999945
613,-495.09999999999945
614,-495.09999999999945
615,-495.09999999999945
616,-495.09999999999945
617,-495.09999999999945
618,-495.09999999999945
619,-495.09999999999945
620,-495.09999999999945
621,-495.09999999999945
622,-495.09999999999945
623,-495.09999999999945
624,-495.09999999999945
625,-495.09999999999945
626,-495.09999999999945
627,-495.09999999999945
628,-495.09999999999945
629,-495.09999999999945
630,-495.09999999999945
631,-495.09999999999945
632,-495.09999999999945
633,-495.09999999999945
634,-495.09999999999945
635,-495.09999999999945
636,-495.09999999999945
637,-495.09999999999945
638,-495.09999999999945
639,-495.09999999999945
640,-495.09999999999945
641,-495.09999999999945
642,-495.09999999999945
643,-495.09999999999945
644,-495.09999999999945
645,-495.09999999999945
646,-495.09999999999945
647,-495.09999999999945
648,-495.09999999999945
649,-495.09999999999945
650,-495.09999999999945
651,-495.09999999999945
652,-495.09999999999945
653,-495.09999999999945
654,-495.09999999999945
655,-495.09999999999945
656,-495.09999999999945
657,-495.09999999999945
658,-495.09999999999945
659,-495.09999999999945
660,-495.09999999999945
661,-495.09999999999945
662,-495.09999999999945
663,-495.09999999999945
664,-495.09999999999945
665,-495.09999999999945
666,-495.09999999999945
667,-495.09999999999945
668,-495.09999999999945
669,-495.09999999999945
670,-495.09999999999945
671,-495.09999999999945
672,-495.09999999999945
673,-495.09999999999945
674,-495.09999999999945
675,-495.09999999999945
676,-495.09999999999945
677,-495.09999999999945
678,-495.09999999999945
679,-495.09999999999945
680,-495.09999999999945
681,-495.09999999999945
682,-495.09999999999945
683,-495.09999999999945
684,-495.09999999999945
685,-495.09999999999945
686,-495.09999999999945
687,-495.09999999999945
688,-495.09999999999945
689,-495.09999999999945
690,-495.09999999999945
691,-495.09999999999945
692,-495.09999999999945
693,-495.09999999999945
694,-495.09999999999945
695,-495.09999999999945
696,-495.09999999999945
697,-495.09999999999945
698,-495.09999999999945
699,-495.09999999999945
700,-495.09999999999945
701,-495.09999999999945
702,-495.09999999999945
703,-495.09999999999945
704,-495.09999999999945
705,-495.09999999999945
706,-495.09999999999945
707,-495.09999999999945
708,-495.09999999999945
709,-495.09999999999945
710,-495.09999999999945
711,-495.09999999999945
712,-495.09999999999945
713,-495.09999999999945
714,-495.09999999999945
715,-495.09999999999945
716,-495.09999999999945
717,-495.09999999999945
718,-495.09999999999945
719,-495.09999999999945
720,-495.09999999999945
721,-495.09999999999945
722,-495.09999999999945
723,-495.09999999999945
724,-495.09999999999945
725,-495.09999999999945
726,-495.09999999999945
727,-495.09999999999945
728,-495.09999999999945
729,-495.09999999999945
730,-495.09999999999945
731,-495.09999999999945
732,-495.09999999999945
733,-495.09999999999945
734,-495.09999999999945
735,-495.09999999999945
736,-495.09999999999945
737,-495.09999999999945
738,-495.09999999999945
739,-495.09999999999945
740,-495.09999999999945
741,-495.09999999999945
742,-495.09999999999945
743,-495.09999999999945
744,-495.09999999999945
745,-495.09999999999945
746,-495.09999999999945
747,-495.09999999999945
748,-495.09999999999945
749,-495.09999999999945
750,-495.09999999999945
751,-495.09999999999945
752,-495.09999999999945
753,-495.09999999999945
754,-495.09999999999945
755,-495.09999999999945
756,-495.09999999999945
757,-495.09999999999945
758,-495.09999999999945
759,-495.09999999999945
760,-495.09999999999945
761,-495.09999999999945
762,-495.09999999999945
763,-495.09999999999945
764,-495.09999999999945
765,-495.09999999999945
766,-495.09999999999945
767,-495.09999999999945
768,-495.09999999999945
769,-495.09999999999945
770,-495.09999999999945
771,-495.09999999999945
772,-495.09999999999945
773,-495.09999999999945
774,-495.09999999999945
775,-495.09999999999945
776,-495.09999999999945
777,-495.09999999999945
778,-495.09999999999945
779,-495.09999999999945
780,-495.09999999999945
781,-495.09999999999945
782,-495.09999999999945
783,-495.09999999999945
784,-495.09999999999945
785,-495.09999999999945
786,-495.09999999999945
787,-495.09999999999945
788,-495.09999999999945
789,-495.09999999999945
790,-495.09999999999945
791,-495.09999999999945
792,-495.09999999999945
793,-495.09999999999945
794,-495.09999999999945
795,-495.09999999999945
796,-495.09999999999945
797,-495.09999999999945
798,-495.09999999999945
799,-495.09999999999945
800,-495.09999999999945
801,-495.09999999999945
802,-495.09999999999945
803,-495.09999999999945
804,-495.09999999999945
805,-495.09999999999945
806,-495.09999999999945
807,-495.09999999999945
808,-495.09999999999945
809,-495.09999999999945
810,-495.09999999999945
811,-495.09999999999945
812,-495.09999999999945
813,-495.09999999999945
814,-495.09999999999945
815,-495.09999999999945
816,-495.09999999999945
817,-495.09999999999945
818,-495.09999999999945
819,-495.09999999999945
820,-495.09999999999945
821,-495.09999999999945
822,-495.09999999999945
823,-495.09999999999945
824,-495.09999999999945
825,-495.09999999999945
826,-495.09999999999945
827,-495.09999999999945
828,-495.09999999999945
829,-495.09999999999945
830,-495.09999999999945
831,-495.09999999999945
832,-495.09999999999945
833,-495.09999999999945
834,-495.09999999999945
835,-495.09999999999945
836,-495.09999999999945
837,-495.09999999999945
838,-495.09999999999945
839,-495.09999999999945
840,-495.09999999999945
841,-495.09999999999945
842,-495.09999999999945
843,-495.09999999999945
844,-495.09999999999945
845,-495.09999999999945
846,-495.09999999999945
847,-495.09999999999945
848,-495.09999999999945
849,-495.09999999999945
850,-495.09999999999945
851,-495.09999999999945
852,-495.09999999999945
853,-495.09999999999945
854,-495.09999999999945
855,-495.09999999999945
856,-495.09999999999945
857,-495.09999999999945
858,-495.09999999999945
859,-495.09999999999945
860,-495.09999999999945
861,-495.09999999999945
862,-495.09999999999945
863,-495.09999999999945
864,-495.09999999999945
865,-495.09999999999945
866,-495.09999999999945
867,-495.09999999999945
868,-495.09999999999945
869,-495.09999999999945
870,-495.09999999999945
871,-495.09999999999945
872,-495.09999999999945
873,-495.09999999999945
874,-495.09999999999945
875,-495.09999999999945
876,-495.09999999999945
877,-495.09999999999945
878,-495.09999999999945
879,-495.09999999999945
880,-495.09999999999945
881,-495.09999999999945
882,-495.09999999999945
883,-495.09999999999945
884,-495.09999999999945
885,-495.09999999999945
886,-495.09999999999945
887,-495.09999999999945
888,-495.09999999999945
889,-495.09999999999945
890,-495.09999999999945
891,-495.09999999999945
892,-495.09999999999945
893,-495.09999999999945
894,-495.09999999999945
895,-495.09999999999945
896,-495.09999999999945
897,-495.09999999999945
898,-495.09999999999945
899,-495.09999999999945
900,-495.09999999999945
901,-495.09999999999945
902,-495.09999999999945
903,-495.09999999999945
904,-495.09999999999945
905,-495.09999999999945
906,-495.09999999999945
907,-495.09999999999945
908,-495.09999999999945
909,-495.09999999999945
910,-495.09999999999945
911,-495.09999999999945
912,-495.09999999999945
913,-495.09999999999945
914,-495.09999999999945
915,-495.09999999999945
916,-495.09999999999945
917,-495.09999999999945
918,-495.09999999999945
919,-495.09999999999945
920,-495.09999999999945
921,-495.09999999999945
922,-495.09999999999945
923,-495.09999999999945
924,-495.09999999999945
925,-495.09999999999945
926,-495.09999999999945
927,-495.09999999999945
928,-495.09999999999945
929,-495.09999999999945
930,-495.09999999999945
931,-495.09999999999945
932,-495.09999999999945
933,-495.09999999999945
934,-495.09999999999945
935,-495.09999999999945
936,-495.09999999999945
937,-495.09999999999945
938,-495.09999999999945
939,-495.09999999999945
940,-495.09999999999945
941,-495.09999999999945
942,-495.09999999999945
943,-495.09999999999945
944,-495.09999999999945
945,-495.09999999999945
946,-495.09999999999945
947,-495.09999999999945
948,-495.09999999999945
949,-495.09999999999945
950,-495.09999999999945
951,-495.09999999999945
952,-495.09999999999945
953,-495.09999999999945
954,-495.09999999999945
955,-495.09999999999945
956,-495.09999999999945
957,-495.09999999999945
958,-495.09999999999945
959,-495.09999999999945
960,-495.09999999999945
961,-495.09999999999945
962,-495.09999999999945
963,-495.09999999999945
964,-495.09999999999945
965,-495.09999999999945
966,-495.09999999999945
967,-495.09999999999945
968,-495.09999999999945
969,-495.09999999999945
970,-495.09999999999945
971,-495.09999999999945
972,-495.09999999999945
973,-495.09999999999945
974,-495.09999999999945
975,-495.09999999999945
976,-495.09999999999945
977,-495.09999999999945
978,-495.09999999999945
979,-495.09999999999945
980,-495.09999999999945
981,-495.09999999999945
982,-495.09999999999945
983,-495.09999999999945
984,-495.09999999999945
985,-495.09999999999945
986,-495.09999999999945
987,-495.09999999999945
988,-495.09999999999945
989,-495.09999999999945
990,-495.09999999999945
991,-495.09999999999945
992,-495.09999999999945
993,-495.09999999999945
994,-495.09999999999945
995,-495.09999999999945
996,-495.09999999999945
997,-495.09999999999945
998,-495.09999999999945
999,-495.09999999999945
1000,-495.09999999999945
