method,tau,trial,success,hit_step,hit_alpha
SA,1000.0,18,true,3838,0.003838
SA,1000.0,19,false,-1,1.0
SA,1000.0,20,true,3678,0.003678
SA,1000.0,21,true,3854,0.003854
SA,1000.0,22,true,3900,0.0039
SA,1000.0,23,true,3830,0.00383
SA,1000.0,24,true,3854,0.003854
SA,1000.0,25,true,3652,0.003652
SA,1000.0,26,true,3721,0.003721
SA,1000.0,27,true,3563,0.003563
SA,1000.0,28,false,-1,1.0
SA,1000.0,29,true,3870,0.00387
SA,1000.0,30,false,-1,1.0
SA,1000.0,31,true,3771,0.003771
SA,1000.0,32,true,3337,0.003337
SA,1000.0,33,false,-1,1.0
SA,1000.0,34,false,-1,1.0
SA,1000.0,35,true,3996,0.003996
SA,1000.0,36,true,4057,0.004057
SA,1000.0,37,true,3922,0.003922
SA,1000.0,38,true,3696,0.003696
SA,1000.0,39,false,-1,1.0
SA,1000.0,40,true,3689,0.003689
SA,1000.0,41,false,-1,1.0
SA,1000.0,42,true,4147,0.004147
SA,1000.0,43,false,-1,1.0
SA,1000.0,44,true,3651,0.003651
SA,1000.0,45,true,3639,0.003639
SA,1000.0,46,false,-1,1.0
SA,1000.0,47,true,4126,0.004126
SA,1000.0,48,false,-1,1.0
SA,1000.0,49,false,-1,1.0
SA,1000.0,50,true,4045,0.004045
SA,1000.0,51,true,3863,0.003863
SA,1000.0,52,true,3681,0.003681
SA,1000.0,53,true,3796,0.003796
SA,1000.0,54,false,-1,1.0
SA,1000.0,55,false,-1,1.0
SA,1000.0,56,false,-1,1.0
SA,1000.0,57,true,4077,0.004077
SA,1000.0,58,true,3724,0.003724
SA,1000.0,59,true,4064,0.004064
SA,1000.0,60,true,3980,0.00398
SA,1000.0,61,true,3922,0.003922
SA,1000.0,62,false,-1,1.0
SA,1000.0,63,true,3927,0.003927
SA,1000.0,64,true,3807,0.003807
SA,1000.0,65,true,3801,0.003801
SA,1000.0,66,false,-1,1.0
SA,1000.0,67,true,3884,0.003884
SA,1000.0,68,true,3371,0.003371
SA,1000.0,69,false,-1,1.0
SA,1000.0,70,true,3765,0.003765
SA,1000.0,71,false,-1,1.0
SA,1000.0,72,false,-1,1.0
SA,1000.0,73,true,3815,0.003815
SA,1000.0,74,true,3868,0.003868
SA,1000.0,75,true,4029,0.004029
SA,1000.0,76,false,-1,1.0
SA,1000.0,77,true,3923,0.003923
SA,1000.0,78,true,4044,0.004044
SA,1000.0,79,true,3952,0.003952
SA,1000.0,80,true,3876,0.003876
SA,1000.0,81,false,-1,1.0
SA,1000.0,82,false,-1,1.0
SA,1000.0,83,true,3474,0.003474
SA,1000.0,84,false,-1,1.0
SA,1000.0,85,false,-1,1.0
SA,1000.0,86,true,3769,0.003769
SA,1000.0,87,true,3973,0.003973
SA,1000.0,88,false,-1,1.0
SA,1000.0,89,true,4043,0.004043
SA,1000.0,90,true,3795,0.003795
SA,1000.0,91,true,3765,0.003765
SA,1000.0,92,true,3319,0.003319
SA,1000.0,93,true,3905,0.003905
SA,1000.0,94,true,4060,0.00406
SA,1000.0,95,true,3514,0.003514
SA,1000.0,96,true,3790,0.00379
SA,1000.0,97,true,3940,0.00394
SA,1000.0,98,true,3699,0.003699
SA,1000.0,99,true,3457,0.003457
SA,1000.0,100,false,-1,1.0
