final,best,alpha
-623.4232177734375,-801.8040161132812,23
-617.5253295898438,-674.30517578125,30
-595.9053344726562,-723.3572387695312,21
-744.6522827148438,-755.9287109375,35
-760.31494140625,-825.1884765625,33
