t,M
1,0.0
2,1.2436648266732355e-9
3,4.190338468484764e-9
4,1.1015635807319581e-8
5,2.1748735996219034e-8
6,2.5432327293850616e-8
7,4.575516653736902e-8
8,5.627921098629329e-8
9,9.353089410057172e-8
10,1.0027006380883829e-7
11,1.618397901928187e-7
12,1.811331126227058e-7
13,1.5435970321841485e-7
14,2.2437423604601324e-7
15,2.4538054441089114e-7
16,2.7811267624865003e-7
17,2.514356802710274e-7
18,5.047073008364627e-7
19,5.122863235776538e-7
20,6.156948938502777e-7
21,5.530919769854983e-7
22,5.609020665794608e-7
23,8.110114335665541e-7
24,9.706401968773925e-7
25,8.931146909806818e-7
26,1.114880498248998e-6
27,1.2487227908631157e-6
28,1.2152172545818963e-6
29,1.8072888336114893e-6
30,1.227790928690824e-6
31,2.1967398509116328e-6
32,2.0052018216466466e-6
33,1.8996611822628333e-6
34,2.37889805684182e-6
35,2.543576611303137e-6
36,3.1231223217026386e-6
37,3.377673696346198e-6
38,3.0730019554132492e-6
39,3.579474640289207e-6
40,3.467672825204249e-6
41,4.458856853910908e-6
42,4.491778945202017e-6
43,5.337851465734956e-6
44,5.00116726492466e-6
45,7.64489361946998e-6
46,7.73932086682067e-6
47,8.79044813273095e-6
48,9.650301601183436e-6
49,9.886809085842413e-6
50,1.0621560718370605e-5
51,9.168787425749212e-6
52,1.135119680735126e-5
53,8.57446174112247e-6
54,1.125525359110576e-5
55,1.2158141821010769e-5
56,1.8769152187760426e-5
57,1.6978484759962863e-5
58,1.9694808502335686e-5
59,1.6721561102195886e-5
60,2.2791621149999853e-5
61,2.583359894784836e-5
62,2.199519763658894e-5
63,2.8810488798299783e-5
64,3.2451998725228174e-5
65,3.239700621460866e-5
66,3.6509617516707e-5
67,3.450113799733335e-5
68,3.747142225931197e-5
69,4.177286962385488e-5
70,5.599821499599562e-5
71,6.442281034220099e-5
72,6.15562354930799e-5
73,6.44652797455695e-5
74,6.706943834769083e-5
75,9.096970209943794e-5
76,8.713796496227323e-5
77,8.260344361971968e-5
78,0.0001425870031191653
79,0.00014796937679381427
80,0.00016323538148378596
81,0.00018906771812458065
82,0.00019720557375298077
83,0.00022745211325207176
84,0.000230108086857329
85,0.00021566717435218385
86,0.000158769289043444
87,0.00018400293149064683
88,0.0001885561825600472
89,0.00020903603321670828
90,0.0001466953145922023
91,0.00013053970062007898
92,9.507488776648469e-5
93,8.336534858913159e-5
94,7.896340917317652e-5
95,4.9006079747078574e-5
96,2.9668490424262023e-5
97,2.5095955878266943e-5
98,1.4594593558997706e-5
99,6.293606391894511e-6
100,3.04499765576742e-6
101,4.5785316654040035e-9
