t,M
1,0.6587984970070955
2,0.7623631375134995
3,0.8277395763920085
4,0.711364401753495
5,0.40143164446700813
6,0.7421140325493281
7,0.7210916629890387
8,0.7502591488652046
9,0.8107595097768245
10,0.6695531412294645
11,0.6929451453809854
12,0.3844462808960278
13,0.7116996537234596
14,0.841946348840548
15,0.7005050825027401
16,0.7398469800396359
17,0.8194223067937414
18,0.6563856820217031
19,0.7613220199403566
20,0.8369415907964628
21,0.7423540329479025
22,0.7648844406010532
23,0.6516962125511326
24,0.7422036952400872
25,0.7809607779317899
26,0.615403973346405
27,0.4418210545863411
28,0.8425138243615998
29,0.5818588956096971
30,0.4706996167402284
31,0.8301539159330871
32,0.8070520802599082
33,0.7158924336277759
34,0.7591968610804454
35,0.7456530039465853
36,0.5494175781123353
37,0.7564832825887018
38,0.8186515815183428
39,0.49553894064826837
40,0.30415925228038654
41,0.6430246991665165
42,0.5678732372217382
43,0.6365991583942242
44,0.622540907780669
45,0.5822873313565083
46,0.6667095422868442
47,0.29973525248364374
48,0.6149161197912589
49,0.8104388547997406
50,0.6129330659423788
51,0.6654057975547624
52,0.652980466899358
53,0.3366112429819383
54,0.7165527629370366
55,0.5996388656926409
56,0.6775695954268872
57,0.6014659943867677
58,0.697838522638103
59,0.688926394183411
60,0.711052932366188
61,0.640670000048331
62,0.48254822904630457
63,0.7709866717254554
64,0.7211962481320643
65,0.6269332565135307
66,0.7015399032464964
67,0.7627127503134818
68,0.738141209607947
69,0.690289083818727
70,0.707146156130624
71,0.7977007534029925
72,0.6867229320807462
73,0.7966219534788819
74,0.7391743176992006
75,0.24792425385585964
76,0.6835553731653968
77,0.5196892428149302
78,0.6567480971773966
79,0.8174951879378846
80,0.816120069771916
81,0.6286358985210939
82,0.7895428939284718
83,0.6979934959220045
84,0.8227742389980379
85,0.5866459327119303
86,0.7324349301026364
87,0.6150541794080117
88,0.4288514805343224
89,0.793183328086101
90,0.7631299286875715
91,0.7758630508154916
92,0.7729014923935936
93,0.6086172676735296
94,0.608053441168753
95,0.7141521330113278
96,0.6881277391862173
97,0.8058959269745489
98,0.7501715529909139
99,0.5230590006383946
100,0.6736519002600048
101,0.714402872957331
102,0.5204347629753728
103,0.6594682095352814
104,0.646683073172357
105,0.526050716243443
106,0.5331249099520855
107,0.4574969410112926
108,0.552260191682371
109,0.7441062515062361
110,0.8019104402275016
111,0.6288775331891224
112,0.43969223151856146
113,0.43916575146040804
114,0.8211006019823381
115,0.7113602103052233
116,0.6518292033344228
117,0.7977224741980384
118,0.6422396113697134
119,0.6745484272575758
120,0.7490016873817954
121,0.7161675151903156
122,0.612932856601441
123,0.5990222896618109
124,0.6378751764414201
125,0.7298332051264907
126,0.6517421672846299
127,0.5460931543668783
128,0.7103038497461549
129,0.7084741801423686
130,0.6819198172050768
131,0.6107294814598432
132,0.8210899194513562
133,0.7317064148782891
134,0.7901020217766898
135,0.760833349654265
136,0.4655005276286371
137,0.7311242296287683
138,0.5923781703074291
139,0.6655270899376071
140,0.6277242491951005
141,0.6797709884282959
142,0.8039964239850212
143,0.6796003292580668
144,0.8362158777514569
145,0.7279166186947064
146,0.47197824749005135
147,0.6418843661361409
148,0.618131454718491
149,0.45325230290291524
150,0.4961089977818605
151,0.41689652900014995
152,0.7652898647231534
153,0.6275434360296636
154,0.4349402297743791
155,0.8515608697047545
156,0.7367644434946319
157,0.582801440557231
158,0.4235343715917886
159,0.7989469486231163
160,0.8091384819005504
161,0.6455881245233547
162,0.7747017085421307
163,0.7676084277008928
164,0.46297587018436875
165,0.4752477400168033
166,0.5931267845657705
167,0.6101655147708201
168,0.715704920730045
169,0.5517808434170316
170,0.5874654607119695
171,0.8128216863690396
172,0.7254120029069628
173,0.8038384182055356
174,0.7017704916113465
175,0.7826180314263762
176,0.48526200795380786
177,0.7727482488634083
178,0.6713002541860692
179,0.73719698933513
180,0.6357963308540521
181,0.6953810214830579
182,0.6505124799537345
183,0.5506844718007855
184,0.5281759595583071
185,0.3993600642811116
186,0.778137014886456
187,0.327988153327859
188,0.5787250810545013
189,0.6871477246293507
190,0.5102902383482188
191,0.7757612283669166
192,0.6489656710971844
193,0.7798926574280484
194,0.6856009526207405
195,0.7067655320547949
196,0.7223778056054313
197,0.6204875442210736
198,0.6265179075259815
199,0.5860400587130171
200,0.47222127624721233
201,0.6320058541394454
202,0.6384232324807757
203,0.6614919634340015
204,0.30437246391898937
205,0.7163674753201147
206,0.6032346781155882
207,0.5481876608927632
208,0.6165390750996564
209,0.6838048128872438
210,0.6953320632575587
211,0.6472005975070927
212,0.8447548093224327
213,0.4930742553244125
214,0.7396108414010991
215,0.8563788717243723
216,0.6871030040498421
217,0.7120067684735916
218,0.6877441755680429
219,0.6228897102015561
220,0.7304734183806819
221,0.7718902501937462
222,0.6756466095932472
223,0.7659383770500322
224,0.6729538319651241
225,0.7239488312481414
226,0.5765017652844058
227,0.6429496882258894
228,0.65537374225938
229,0.6819446894486956
230,0.557025976490497
231,0.638748429882815
232,0.76044490448094
233,0.6114948135146182
234,0.7262384097969574
235,0.8438022531752588
236,0.7424646953912174
237,0.6795746449580067
238,0.8309203115733681
239,0.8052799582571774
240,0.6634777921523319
241,0.7696748216973384
242,0.751031802842404
243,0.7945730867780363
244,0.6652909190557182
245,0.7205386519325477
246,0.7424901943188034
247,0.556580340085738
248,0.4852822848709086
249,0.7248623887550852
250,0.590176740235096
251,0.7669861907241926
252,0.6795147648176889
253,0.8351440479196005
254,0.7075064756465583
255,0.6352488279905079
256,0.6586961485543933
257,0.6333059886515265
258,0.7928979037157033
259,0.705726093186463
260,0.2973924544303352
261,0.8135537683074774
262,0.49869947946784254
263,0.6574118105249532
264,0.7047618487508245
265,0.603242642056435
266,0.5668326661026817
267,0.8326639336225223
268,0.8226710266462189
269,0.6465199126971498
270,0.43442252206685483
271,0.7180363169279788
272,0.6633100860328657
273,0.5875938197142435
274,0.6475062857988724
275,0.684383050445519
276,0.39117173320164433
277,0.7258580435003955
278,0.5304192672763945
279,0.5553597239706004
280,0.4631671779269207
281,0.5638983728593178
282,0.7340856863310797
283,0.5142269266667243
284,0.6586578257660208
285,0.6729953475161898
286,0.7229726377959715
287,0.3688184015494789
288,0.5816586170300038
289,0.6622622789580908
290,0.5954879982793946
291,0.7354952137657967
292,0.6446696659850778
293,0.6688395898721969
294,0.7451370518571969
295,0.8409763776813919
296,0.7118368473857928
297,0.6980027093910983
298,0.6639237863082578
299,0.7757743020776535
300,0.509061792219246
301,0.7243712576548352
302,0.7044184023290682
303,0.536056238277219
304,0.5748787109073348
305,0.7405007457360249
306,0.7661201564718229
307,0.7853994680333634
308,0.7491920266886951
309,0.509334858644541
310,0.7540957674121131
311,0.6195835276198366
312,0.7737337621658789
313,0.5861359896966647
314,0.6756067154911354
315,0.7004655999515017
316,0.6502894510920497
317,0.661695764589245
318,0.663141472034794
319,0.680781163226813
320,0.6193880229382962
321,0.7350718231345674
322,0.6980328427430111
323,0.6322828834822649
324,0.5017285901486923
325,0.6535359390430858
326,0.7028491088694678
327,0.7608746205114474
328,0.6191076643631247
329,0.766287858447145
330,0.682177249585412
331,0.5347337293401607
332,0.5923113053962423
333,0.8036882837464413
334,0.6509120394263688
335,0.6707889815584959
336,0.7274926735701356
337,0.6403695034570868
338,0.5835789587924454
339,0.7193789092103694
340,0.6344603283264921
341,0.39060173404433995
342,0.6649565781220729
343,0.7143477842311087
344,0.7147937079755766
345,0.7073162886684089
346,0.6713837010729575
347,0.6271761156037077
348,0.7436880101766542
349,0.5858680128614215
350,0.5735612804361496
351,0.7083085894188189
352,0.484716631173662
353,0.5260661772319487
354,0.567402563711133
355,0.6043636709458056
356,0.14011463353765566
357,0.650196338161427
358,0.8142858130034156
359,0.17014181920910634
360,0.6699401736404994
361,0.6252344463071331
362,0.84699136282509
363,0.7969139737418954
364,0.6700872300919891
365,0.7596799728494509
366,0.7390405646641098
367,0.592909710849747
368,0.6197919741645673
369,0.7521240528542176
370,0.779800053849749
371,0.6533297321547719
372,0.6871687156720123
373,0.7554733103060471
374,0.7211648760842645
375,0.6649374098725109
376,0.5725409120078692
377,0.6022666571788596
378,0.8277962759259863
379,0.7135433255252785
380,0.6628233434811405
381,0.8459304173265331
382,0.6076514737043266
383,0.7173087623574238
384,0.5706198193080787
385,0.7458217147610579
386,0.6477189384325247
387,0.5987221761483646
388,0.6229637108469709
389,0.7893853003545528
390,0.7696653360213467
391,0.6396401664804785
392,0.8484461157936705
393,0.6176330886671384
394,0.5465897699104313
395,0.5804849101250898
396,0.6414650168612019
397,0.5177212932065254
398,0.63880407995394
399,0.6561336320789827
400,0.7524782983476872
401,0.6444164908426298
402,0.6704565530566516
403,0.7065222760944012
404,0.7246708427281463
405,0.7816531475882951
406,0.5930354017782853
407,0.7290836076600802
408,0.7589828070304404
409,0.5608316078747082
410,0.7445506821489187
411,0.7697600165799573
412,0.7208372766364893
413,0.6840638667584443
414,0.7469955867423969
415,0.7193226980083997
416,0.8178111645560991
417,0.7121033695915309
418,0.6763486529276486
419,0.7818625793018062
420,0.682008823331763
421,0.7710526177078063
422,0.6893473723910865
423,0.7365779810913338
424,0.7591955659982618
425,0.6238660534822978
426,0.8086293914456996
427,0.8086418890085288
428,0.8146833177950957
429,0.7905725485564211
430,0.7167589146095772
431,0.6354143193012913
432,0.6916780034061178
433,0.4357271718629744
434,0.8476222391909756
435,0.6551994737777815
436,0.6516906936727394
437,0.6659010107635643
438,0.5170260517490093
439,0.7873328085184418
440,0.5427203017658553
441,0.6349970646111031
442,0.5248591404591171
443,0.5716728002982054
444,0.718187399425296
445,0.32300265337426226
446,0.6460503916032819
447,0.7045639409562212
448,0.4646977886324419
449,0.8055283987776535
450,0.6712027467618524
451,0.8089660110798795
452,0.5693067393543105
453,0.6854036432842624
454,0.7292605984251529
455,0.7493154709210139
456,0.6136498659701621
457,0.7080918611346857
458,0.7241363435692986
459,0.6004037378430763
460,0.731836647819402
461,0.5222604861624166
462,0.7293136159564262
463,0.39726345131436835
464,0.5204817645741984
465,0.7520641951340158
466,0.5905308543901425
467,0.6708879258892146
468,0.7904557228889623
469,0.37307214526961796
470,0.6493112026708631
471,0.7168704369324693
472,0.3770880238768635
473,0.8480917924616695
474,0.8003376878708627
475,0.6613358228810653
476,0.7207597118468333
477,0.659391300024702
478,0.664066359637619
479,0.5014800423432216
480,0.6984321727081091
481,0.8236146600474546
