t,Z
1,0.6000799566486725
2,0.2000000000000001
3,0.40178834586690826
4,0.6999999370755977
5,0.5993552795694378
6,0.09998159053801377
7,0.20001747261248976
8,0.7000000000040766
9,0.3
10,0.200000000007808
11,0.40000013666885054
12,0.7998014189582945
13,0.6399393814308839
14,0.4000000005359241
15,0.5
16,0.5
17,0.46217259364366575
18,0.40000000000000024
19,0.5000029682630606
20,0.5
21,0.39793675603825546
22,0.3005793650118168
23,0.4000000184957292
24,0.6
25,0.4000872275884314
26,0.5000000003645388
27,0.5999958735655082
28,0.400000216207025
29,0.12549177246475218
30,0.7999999999999443
31,0.49983620370417087
32,0.39999999999955593
33,0.42247067277470907
34,0.6
35,0.49879499664121774
36,0.49999999899350256
37,0.5000000010064709
38,0.49999999999999023
39,0.5000304110436303
40,0.7999999987804786
41,0.7999999999999999
42,0.7999999999776637
43,0.7999999909891196
44,0.3
45,0.2938584382052918
46,0.4999999999985481
47,0.5000348377455648
48,0.31100087851214486
49,0.5
50,0.6
51,0.30000000000006055
52,0.8000000000122057
53,0.7999999999776637
54,0.20127213322337836
55,0.8
56,0.705319203370244
57,0.6989769718117694
58,0.696797138927589
59,0.30000000000001437
60,0.3848296029833885
61,0.5103662054314992
62,0.5
63,0.46217259364320873
64,0.40477246829244284
65,0.23178766533193382
66,0.5002576017577192
67,0.7926703984168484
68,0.5999999999999912
69,0.39999999013158033
70,0.6399393814308838
71,0.3999980916284783
72,0.3000000000000008
73,0.8999999999996267
74,0.40000003352355923
75,0.23025122448829877
76,0.303810675632069
77,0.5
78,0.7
79,0.401753332358498
80,0.8000000000000081
81,0.889712657877675
82,0.20000002449474447
83,0.5999368124390426
84,0.7999999909888874
85,0.7000000000000002
86,0.5000004653188104
87,0.299928023561
88,0.7999999999999982
89,0.15573005893233444
90,0.5007042009356999
91,0.4830710051553983
92,0.4999999999996625
93,0.400644692705095
94,0.7000019073471454
95,0.3999982898240547
96,0.5
97,0.46217259364461205
98,0.25496505530064284
99,0.5999999999733189
100,0.7000418907153291
101,0.20004749903264205
102,0.5019132102450984
103,0.5870106497190599
104,0.5969855432375747
105,0.4992957990628491
106,0.3999858990637425
107,0.639874838499269
108,0.5
109,0.5000000000024948
110,0.7000000004421332
111,0.7
112,0.6
113,0.6310112401090306
114,0.7999999969685896
115,0.7000000363952745
116,0.6
117,0.39999999999974545
118,0.3289896717098495
119,0.7005718324884597
120,0.5012097496692409
121,0.4047645504343816
122,0.39999929927520983
123,0.5000000549514473
124,0.8999999858329201
125,0.5999999999991603
126,0.7998013689562968
127,0.5999999930710306
128,0.4000000000001137
129,0.3000000000040054
130,0.7
131,0.2
132,0.5996525769716358
133,0.5
134,0.6399393814308576
135,0.8
136,0.6918292358089145
137,0.6000006419964286
138,0.40000000354867177
139,0.3999999999999999
140,0.40002028341347834
141,0.6004870744579143
142,0.30000002314859264
143,0.5000002363054117
144,0.7000000000000016
145,0.49948169798703557
146,0.7999999362827414
147,0.5932820740056888
148,0.1992955080667851
149,0.3000000000000003
150,0.3999999999999998
151,0.51406220459637
152,0.49999991306809155
153,0.6999890851613693
154,0.7
155,0.6000000220947252
156,0.6
157,0.5000017460719016
158,0.4998362036248176
159,0.4735758882342885
160,0.599999999996389
161,0.39999999999999997
162,0.6399393814269897
163,0.20012550357790504
164,0.799996841138967
165,0.7936301054458704
166,0.33374545805759975
167,0.7000405724612196
168,0.1286822514527057
169,0.5000953284663018
170,0.8000106475832771
171,0.7000018035024901
172,0.699999973225658
173,0.5012097496692413
174,0.20000000000111204
175,0.6
176,0.2999999999953718
177,0.5000047260963411
178,0.2001986126489952
179,0.4971850145931043
180,0.599970653981619
181,0.4980897850188123
182,0.30356680054357926
183,0.3043844798527828
184,0.4999999999999544
185,0.23178766533193382
186,0.5000000000004549
187,0.5
188,0.501913210234584
189,0.39997577092379283
190,0.5
191,0.5000000869319084
192,0.7000158998060048
193,0.5999999892356871
194,0.40001180456969776
195,0.4000000000036109
196,0.3000000000000011
197,0.5240570124124808
198,0.4859379047179381
199,0.5000953284464174
200,0.5
201,0.6114115518623813
202,0.39999601881508323
203,0.505171152435426
204,0.10000332617370696
205,0.3999999999550484
206,0.5000016591410139
207,0.49999999999999256
208,0.49997783121702655
209,0.7329358031061214
210,0.3964216350149852
211,0.40000002926043543
212,0.10000000007473211
213,0.5999678796475403
214,0.5999925381060518
215,0.20019858059262513
216,0.39791265160240885
217,0.5993424294370124
218,0.3999999999999975
219,0.3120435630739663
220,0.6000000950130222
221,0.5952273944451607
