t,M
1,-0.09499103652422534
2,0.16957092215531988
3,-0.291854487772125
4,0.4988104284394733
5,0.42135002751533057
6,-0.03777633713146642
7,-0.11344355847195677
8,0.18620593873128416
9,0.28013146021130114
10,-0.16867901813721736
11,0.22090183308885264
12,0.09891366499590286
13,0.2515706103963311
14,-0.1587503077600329
15,-0.01122321045431306
16,0.1049172706248666
17,-0.020962418360903658
18,0.1498416494997522
19,-0.21969786941312994
20,-0.05332546233329797
21,-0.11302840216890823
22,0.04123258785260813
23,0.30882107452894597
24,-0.02958517180413859
25,0.03592935079470525
26,0.3481155840982302
27,0.05648125648933768
28,0.2405435295143523
29,0.05093712610414449
30,-0.2544898574159417
31,0.20208661864355215
32,0.14615364669548242
33,0.04175896261927827
34,0.25375351827938636
35,0.03966798812615957
36,-0.03425205328369853
37,-0.040441149967952804
38,-0.14625176927877537
39,0.11006328234407714
40,0.16738091552600762
41,0.21427891495931442
42,-0.03384185569443209
43,-0.09343375192266433
44,0.12046613816768452
45,-0.12374422746760887
46,0.05890644442549802
47,0.1358433102378199
48,-0.2396869440550837
49,-0.06848940204087683
50,-0.12211869737820784
51,-0.07622815576082892
52,0.24569028536779045
53,0.25376227178076166
54,-0.08641200421492806
55,0.048142221725394084
56,-0.15030087124913996
57,0.07555665325777665
58,0.031545369497947465
59,0.204066484230825
60,0.048588530441930344
61,-0.1027580010217639
62,0.07505632445826715
63,0.18763969399612102
64,-0.0437177857043654
65,-0.11228080345932673
66,0.24689761181107958
67,-0.18608375986006062
68,-0.3159530248254944
69,0.05651392929991315
70,-0.06757351548447794
71,-0.45701563115475385
72,-0.0710362068494773
73,0.1233972041431816
74,0.1279336042058963
75,0.4677324183381188
76,0.4543295649870725
77,0.15291200856223827
78,0.07491776544812848
79,-0.1610199480990401
80,-0.13464674501018825
81,0.19936595207517144
82,-0.17249569749643576
83,-0.09202881464865231
84,-0.11918238093613405
85,-0.08100810074662057
86,0.3815058287897985
87,-0.11397783709560902
88,0.3773895975784335
89,-0.1561008384046131
90,0.13225223212999934
91,0.24316759158442278
92,0.13665202502684276
93,0.03449688671943065
94,0.03428968879891372
95,-0.23257091513825712
96,-0.07609664209115506
97,-0.38338136420092983
98,0.4191759858899262
99,0.03926680878592288
100,0.08326179806278315
101,0.19459850081378952
102,0.43993331119002854
103,0.41991159084042573
104,-0.09004901180828086
105,0.08784480265271884
106,0.04678316940634908
107,0.2502917089670707
108,0.03118221827740879
109,0.14920613452529916
110,0.3370376664008567
111,-0.29511561523562935
112,0.235857475256173
113,-0.4387881147837407
114,-0.18138217037511004
115,-0.0032124131655200563
116,-0.15886451607285554
117,0.07970294625680108
118,0.175555804631314
119,-0.14569262279920223
120,0.011275482154360961
121,-0.20071266551316425
122,-0.3722298633617188
123,0.047171935832266754
124,0.2038564324396189
125,-0.30849565299606824
126,-0.024583626480076393
127,-0.34085903048861116
128,-0.15042897632468288
129,-0.1755109517636684
130,-0.36214949960870085
131,0.3958525916514948
132,0.10812225880982687
133,0.0322524537804151
134,0.09036417045858712
135,0.30493746758232637
136,0.269424605557518
137,-0.016176855447233806
138,0.3038010496865224
139,-0.11640538471676665
140,0.01670929581645708
141,-0.3950762527468844
142,-0.2303290593530902
143,-0.06333128004512083
144,0.09811239672492758
145,0.035704536723656415
146,-0.006502097707038391
147,0.02304264979428845
148,0.1465876769921886
149,0.08047015512473366
150,0.15901442822611653
151,-0.337715216408938
152,0.5082805965341308
153,0.1401627228445332
154,0.08744323144807423
155,0.030780026466708833
156,0.031027697621885886
157,0.353717842491094
158,-0.14384889096333506
159,-0.1503928119046026
160,0.0964397049534735
161,-0.19546437279807236
162,0.28520692052040025
163,0.04139882637122427
164,-0.045070892156874175
165,0.05999837030973765
166,0.07381278019510806
167,0.16136706170399312
168,-0.035027392711647655
169,-0.20257286513703388
170,0.14597693743347553
171,-0.16887174509957953
172,-0.4430919257884741
173,-0.4234300000610181
174,-0.04975214175601952
175,0.6426796733892794
176,-0.12538756759319544
177,-0.09750616260749277
178,-0.16341585305941844
179,-0.3311250458624693
180,-0.007816162474468124
181,-0.01722302154834563
182,-0.1129118274262778
183,0.2909006579767192
184,0.24117733855920795
185,0.2401136121119508
186,-0.2536822680981589
187,0.06557432351327411
188,0.1249362968637843
189,0.4079742745887534
190,0.13374239307268906
191,0.13533126063106682
192,-0.031055508739891026
193,0.17275011049628694
194,0.25099116537994953
195,0.13397055676216355
196,0.23251574799850042
197,-0.05155491537153208
198,0.13056070572234418
199,-0.06492502130102283
200,0.27243628131595515
201,0.18724699234508876
202,0.21715365180131949
203,0.2042833568101588
204,-0.11057443262463999
205,-0.35101743620225667
206,0.27955459676034344
207,0.07210018776495052
208,-0.46341900498905186
209,0.3818980250565174
210,-0.295851391151933
211,0.271894872532938
212,0.12829675955586797
213,-0.12029325630504799
214,-0.06318390950998479
215,-0.1317269336441054
216,0.1388772013602712
217,-0.028913249272262798
218,0.000897961777405798
219,-0.2686209668817337
220,0.31481211754089866
221,0.24928753331022382
222,-0.421381608964226
223,0.1313753613199967
224,-0.14545775579604073
225,0.03567292335962724
226,0.1251535732306639
227,-0.49833466331307485
228,0.0014623414765524202
229,-0.2874958160211968
230,0.015118786899236092
231,0.0226527814261529
232,-0.09014886225188924
233,-0.12931105494223388
234,-0.12075541122182872
235,-0.11163393486727272
236,0.043871969063276665
237,0.002290220436968493
238,-0.41471254518996903
239,0.028031723471408566
240,-0.2882694881730582
241,0.10801447414440772
242,-0.5628907590105736
243,0.1212618709822088
244,0.03717041622375477
245,0.0984712812141338
246,-0.2110104224946997
247,-0.05737720787615758
248,-0.4154955276906034
249,-0.0739849902474583
250,0.0770177397297616
251,-0.22475524595101065
252,-0.07371107235677596
253,0.31802034947112595
254,0.019939688355593854
255,0.13121056231537373
256,0.12264515010545399
257,-0.14355334203910514
258,-0.10622903868903397
259,-0.2968977106435699
260,-0.21360391201616397
261,-0.09356103953567606
262,-0.25242784683592523
263,-0.09054984014539984
264,-0.10169879366881406
265,-0.16638674972579184
266,0.30613376731571135
267,-0.23596794933932028
268,0.10764605570722222
269,-0.2167085604495601
270,0.009975991868890822
271,-0.24087380496632468
272,-0.06517641344617582
273,0.3935765395885475
274,0.23340695138158582
275,-0.20498407524248102
276,0.24744330294457778
277,-0.019463816177834926
278,-0.3769011978679738
279,-0.14295238146652722
280,0.0968134701542265
281,-0.33787295691871794
282,0.006593060828265851
283,0.13309618240344798
284,-0.13137421471257227
285,0.10174450258190137
286,0.037829270858111164
287,0.0072980526187192305
288,0.256429100280471
289,-0.3945864499571052
290,0.4223065731515287
291,-0.25943375132203933
292,-0.11706657450038001
293,0.011041567215740766
294,-0.26581553395159785
295,0.0044541859578755005
296,0.2916228434728402
297,-0.21619364866764637
298,-0.35736941030139424
299,0.13406943285389214
300,0.09937554043667236
301,0.0015320409092917987
302,-0.032610459800634276
303,-0.06558603384095225
304,-0.08481475845392654
305,-0.06726098294292894
306,-0.08237964374586014
307,-0.44320464396629705
308,-0.05769877757746291
309,-0.004488555461234634
310,-0.1359254353770505
311,-0.202221058504129
312,-0.33239617799102017
313,-0.018987686504978653
314,0.10972854713396256
315,0.06798023306537251
316,-0.1526631055008319
317,0.11463391270147559
318,-0.013863299759561465
319,-0.053060681396522195
320,-0.3983981842887879
321,0.08308713879949385
322,0.13093992263083343
323,-0.05578842620485668
324,-0.0598882137584472
325,-0.05633472190273884
326,0.08100318478571503
327,0.15284421326064165
328,-0.5705642485515272
329,-0.2397610364138883
330,0.2960002062703681
331,0.09131034480886134
332,-0.14090067931167613
333,-0.16926143854265494
334,0.1536935175841644
335,-0.18494182457390432
336,-0.17647743010870323
337,-0.3268918563659652
338,0.2881070150146245
339,0.013772245970198105
340,-0.025819719889724115
341,-0.3664298477100582
342,0.18698487596920493
343,-0.1052686873405061
344,0.12203546747567809
345,-0.12676207272901913
346,-0.09490858640965609
347,-0.1788001991227489
348,0.11080017444642556
349,0.022120938854772954
350,-0.26571926192791107
351,-0.17098526560464694
352,-0.30335788406140796
353,0.3280283271392474
354,0.026740572616788905
355,-0.058345763890616596
356,-0.21120754171263273
357,0.059656477635487495
358,-0.2573048419233711
359,0.13566430708608704
360,-0.018328797824209864
361,0.42566600614824057
362,-0.08805741895844288
363,0.42485681014565474
364,-0.1025968276689983
365,0.02925944332990742
366,0.2547381482780364
367,-0.08826296580485737
368,-0.130349469722166
369,-0.018960563486735284
370,-0.011990516075207581
371,-0.10131224083215877
372,-0.08781177444334828
373,-0.27589924753170225
374,-0.1989117330320575
375,-0.018018557407943735
376,0.261239773214059
