t,Z,Z_std
1,0.2630604073776659,NaN
2,0.7285064027309263,NaN
3,0.7941850632742001,NaN
4,0.5727545854965864,NaN
5,0.2733525230778353,NaN
6,0.0990074671459218,NaN
7,0.3465734362282644,NaN
8,0.6124449134201192,NaN
9,0.7138735058002632,NaN
10,0.8097004372759892,NaN
11,0.23828257471588196,NaN
12,0.7540785630911172,NaN
13,0.7193802502030898,NaN
14,0.6129971118866633,NaN
15,0.34179592650279905,NaN
16,0.08968188874488645,NaN
17,0.31392945649187304,NaN
18,0.648948981737451,NaN
19,0.740823948339515,NaN
20,0.8276248781593212,NaN
21,0.3145559526647126,NaN
22,0.7787035199064014,NaN
23,0.6473462387818618,NaN
24,0.5516156089244152,NaN
25,0.4077041575591993,NaN
26,0.08070173367904654,NaN
27,0.3826280527528638,NaN
28,0.684100924054215,NaN
29,0.7667761351838851,NaN
30,0.8448853902346828,NaN
31,0.38285232487583254,NaN
32,0.7011149470033495,NaN
33,0.6824840047766756,NaN
34,0.5962917971349682,NaN
35,0.3670812722851459,NaN
36,0.07266076277434073,NaN
37,0.4441418473008082,NaN
38,0.7155765214509909,NaN
39,0.7900141280469348,NaN
40,0.8603407219500849,NaN
41,0.4404891308761818,NaN
42,0.7290284926753899,NaN
43,0.618745292362762,NaN
44,0.5406027683718718,NaN
45,0.33279872869004357,NaN
46,0.06587481111857295,NaN
47,0.4960546872939102,NaN
48,0.7421394682396594,NaN
49,0.8096251797488438,NaN
50,0.8733838152640024,NaN
51,0.3967181732459203,NaN
52,0.7559546561939343,NaN
53,0.5572612009799327,NaN
54,0.48688362024637893,NaN
55,0.299728856968302,NaN
56,0.05932889803182522,NaN
57,0.4467622367477522,NaN
58,0.7677628074302265,NaN
59,0.7291735477898685,NaN
60,0.885965536965877,NaN
61,0.3597585351378908,NaN
62,0.6855273039745842,NaN
63,0.5985082798679014,NaN
64,0.44152385702252855,NaN
65,0.2718050792561709,NaN
66,0.05380161254685912,NaN
67,0.40514032047547943,NaN
68,0.7893988280903711,NaN
69,0.754404677440093,NaN
70,0.896589382228877,NaN
71,0.419525126594624,NaN
72,0.7148833550571181,NaN
73,0.5426374845359542,NaN
74,0.40030756999752326,NaN
75,0.2464320535786365,NaN
76,0.1421293069615143,NaN
77,0.3673204394689861,NaN
78,0.809058464169304,NaN
79,0.6839809410466349,NaN
80,0.8128926923813066,NaN
81,0.4726772167843072,NaN
82,0.7409905068407591,NaN
83,0.49295003407121074,NaN
84,0.3636527808947703,NaN
85,0.22386711694219188,NaN
86,0.12911501454624227,NaN
87,0.42525273353234905,NaN
88,0.8265423247090216,NaN
89,0.7129177207294616,NaN
90,0.7384589008779628,NaN
91,0.5302776670796011,NaN
92,0.7692825964518877,NaN
93,0.5483360467551446,NaN
94,0.43316217349316793,NaN
95,0.3086455581096548,NaN
96,0.11501154089696326,NaN
97,0.48803344851045505,NaN
98,0.8454894298255636,NaN
99,0.7442762530821563,NaN
100,0.6577956589908017,NaN
101,0.48120999457644525,NaN
102,0.79063134768334,NaN
103,0.49759739560275185,NaN
104,0.3930807953978551,NaN
105,0.3726179926364615,NaN
106,0.19690132539324645,NaN
107,0.4428747195864589,NaN
108,0.7672545709524043,NaN
109,0.6754068555847333,NaN
110,0.6894605236008308,NaN
111,0.4365652136205014,NaN
112,0.7172796639443231,NaN
113,0.5442083439991025,NaN
114,0.4493883851254288,NaN
115,0.43082404116024375,NaN
116,0.17863359063878875,NaN
117,0.4017865354886501,NaN
118,0.7888477814331488,NaN
119,0.7055213378181618,NaN
120,0.7182711614892173,NaN
121,0.3968138525273137,NaN
122,0.7430227094649082,NaN
123,0.49465555848779685,NaN
124,0.4995242192278883,NaN
125,0.48265024801205314,NaN
126,0.16236814359144824,NaN
127,0.3652019402064571,NaN
128,0.8080742058572784,NaN
129,0.6412802288530807,NaN
130,0.7439239263926107,NaN
131,0.4531398543796508,NaN
132,0.7670194530959341,NaN
133,0.4484642292929994,NaN
134,0.5462590454054015,NaN
135,0.5309607790328252,NaN
136,0.14720607729564264,NaN
137,0.33109909277414357,NaN
138,0.7326155942717,NaN
139,0.5813969714049619,NaN
140,0.674455718888914,NaN
141,0.40811677866665463,NaN
142,0.790167937391753,NaN
143,0.4039057143999075,NaN
144,0.5913418452415952,NaN
145,0.5775635842239066,NaN
146,0.1325799738985619,NaN
147,0.39755975806201665,NaN
148,0.7591823776327893,NaN
149,0.6229885367196597,NaN
150,0.7068011519262768,NaN
151,0.36773651892279635,NaN
152,0.8109293312712026,NaN
153,0.3639421095886028,NaN
154,0.5328327651045793,NaN
155,0.6193606704648427,NaN
156,0.1194621261091412,NaN
157,0.3582240406070819,NaN
158,0.783009572814169,NaN
159,0.5613482409877032,NaN
160,0.6368681925530159,NaN
161,0.42641124110195167,NaN
162,0.8284752900240135,NaN
163,0.4229689569816618,NaN
164,0.4833853189114238,NaN
165,0.6546844042868317,NaN
