final,best,alpha
-562.2920532226562,-810.7042846679688,23
-594.2745361328125,-634.0092163085938,24
-515.1087646484375,-711.1762084960938,20
-664.8217163085938,-667.4097290039062,20
-753.8595581054688,-825.1884765625,20
